CFW_ID,ORG_ID,PG_ATTRIBUTE_LIB_ID,ATTRIBUTE_VALUE,ATTRIBUTE_ORDER,START_DATE,END_DATE,BLANK
3ID-CFW,103-MIBN,ClusterPG|ClusterIdentifier,103-MIBN,0,1-Jan-00,, 
3ID-CFW,1-37-FABN,TypeIdentificationPG|TypeIdentification,UTC/1LKKK,0,1-Jan-00,, 
3ID-CFW,1-3-ADABN,ClusterPG|ClusterIdentifier,1-3-ADABN,0,1-Jan-00,, 
3ID-CFW,1-3-ADABN,ItemIdentificationPG|AlternateItemIdentification,UIC/WEZMAA,0,1-Jan-00,, 
3ID-CFW,1-3-ADABN,ItemIdentificationPG|ItemIdentification,1-3-ADABN,0,1-Jan-00,, 
3ID-CFW,1-3-ADABN,ItemIdentificationPG|Nomenclature,1/3 ADA Bn,0,1-Jan-00,, 
3ID-CFW,1-3-ADABN,MilitaryOrgPG|Echelon,5,0,1-Jan-00,, 
3ID-CFW,1-3-ADABN,MilitaryOrgPG|Hierarchy2525,1.X.3.1.1.1.4,0,1-Jan-00,, 
3ID-CFW,1-3-ADABN,MilitaryOrgPG|HomeLocation,GeolocCode=HKUZ,0,1-Jan-00,, 
3ID-CFW,1-3-ADABN,MilitaryOrgPG|IsReserve,FALSE,0,1-Jan-00,, 
3ID-CFW,1-3-ADABN,MilitaryOrgPG|SRC,44175L5001E0,0,1-Jan-00,, 
3ID-CFW,1-3-ADABN,MilitaryOrgPG|UIC,WEZMAA,0,1-Jan-00,, 
3ID-CFW,1-3-ADABN,MilitaryOrgPG|UTC,1FD77,0,1-Jan-00,, 
3ID-CFW,1-3-ADABN,OrganizationPG|Agency,FORSCOM,0,1-Jan-00,, 
3ID-CFW,1-3-ADABN,OrganizationPG|Roles,Combat,0,1-Jan-00,, 
3ID-CFW,1-3-ADABN,OrganizationPG|Service,Army,0,1-Jan-00,, 
3ID-CFW,1-3-ADABN,TypeIdentificationPG|AlternateTypeIdentification,SRC/44175L5001E0,0,1-Jan-00,, 
3ID-CFW,1-3-ADABN,TypeIdentificationPG|Nomenclature,1/3 ADA Bn,0,1-Jan-00,, 
3ID-CFW,1-3-ADABN,TypeIdentificationPG|TypeIdentification,UTC/1FD77,0,1-Jan-00,, 
3ID-CFW,1-3-AVNBN,ClusterPG|ClusterIdentifier,1-3-AVNBN,0,1-Jan-00,, 
3ID-CFW,1-3-AVNBN,ItemIdentificationPG|AlternateItemIdentification,UIC/WAQLAA,0,1-Jan-00,, 
3ID-CFW,1-3-AVNBN,ItemIdentificationPG|ItemIdentification,1-3-AVNBN,0,1-Jan-00,, 
3ID-CFW,1-3-AVNBN,ItemIdentificationPG|Nomenclature,1/3 Avn Bn (AH64),0,1-Jan-00,, 
3ID-CFW,1-3-AVNBN,MilitaryOrgPG|Echelon,5,0,1-Jan-00,, 
3ID-CFW,1-3-AVNBN,MilitaryOrgPG|Hierarchy2525,1.X.3.1.1.4.2.1,0,1-Jan-00,, 
3ID-CFW,1-3-AVNBN,MilitaryOrgPG|HomeLocation,GeolocCode=HKUZ,0,1-Jan-00,, 
3ID-CFW,1-3-AVNBN,MilitaryOrgPG|IsReserve,FALSE,0,1-Jan-00,, 
3ID-CFW,1-3-AVNBN,MilitaryOrgPG|SRC,01385A200100,0,1-Jan-00,, 
3ID-CFW,1-3-AVNBN,MilitaryOrgPG|UIC,WAQLAA,0,1-Jan-00,, 
3ID-CFW,1-3-AVNBN,MilitaryOrgPG|UTC,3RF77,0,1-Jan-00,, 
3ID-CFW,1-3-AVNBN,OrganizationPG|Agency,FORSCOM,0,1-Jan-00,, 
3ID-CFW,1-3-AVNBN,OrganizationPG|Roles,Combat,0,1-Jan-00,, 
3ID-CFW,1-3-AVNBN,OrganizationPG|Service,Army,0,1-Jan-00,, 
3ID-CFW,1-3-AVNBN,TypeIdentificationPG|AlternateTypeIdentification,SRC/01385A200100,0,1-Jan-00,, 
3ID-CFW,1-3-AVNBN,TypeIdentificationPG|Nomenclature,1/3 Avn Bn (AH64),0,1-Jan-00,, 
3ID-CFW,1-3-AVNBN,TypeIdentificationPG|TypeIdentification,UTC/3RF77,0,1-Jan-00,, 
3ID-CFW,1-41-FABN,ClusterPG|ClusterIdentifier,1-41-FABN,0,1-Jan-00,, 
3ID-CFW,1-41-FABN,ItemIdentificationPG|AlternateItemIdentification,UIC/WAQZAA,0,1-Jan-00,, 
3ID-CFW,1-41-FABN,ItemIdentificationPG|ItemIdentification,1-41-FABN,0,1-Jan-00,, 
3ID-CFW,1-41-FABN,ItemIdentificationPG|Nomenclature,1/41 FA Bn,0,1-Jan-00,, 
3ID-CFW,1-41-FABN,MilitaryOrgPG|Echelon,5,0,1-Jan-00,, 
3ID-CFW,1-41-FABN,MilitaryOrgPG|Hierarchy2525,1.X.3.1.1.7.1.1,0,1-Jan-00,, 
3ID-CFW,1-41-FABN,MilitaryOrgPG|HomeLocation,GeolocCode=HKUZ,0,1-Jan-00,, 
3ID-CFW,1-41-FABN,MilitaryOrgPG|IsReserve,FALSE,0,1-Jan-00,, 
3ID-CFW,1-41-FABN,MilitaryOrgPG|SRC,06365A500100,0,1-Jan-00,, 
3ID-CFW,1-41-FABN,MilitaryOrgPG|UIC,WAQZAA,0,1-Jan-00,, 
3ID-CFW,1-41-FABN,MilitaryOrgPG|UTC,17WVV,0,1-Jan-00,, 
3ID-CFW,1-41-FABN,OrganizationPG|Agency,FORSCOM,0,1-Jan-00,, 
3ID-CFW,1-41-FABN,OrganizationPG|Roles,Combat,0,1-Jan-00,, 
3ID-CFW,1-41-FABN,OrganizationPG|Service,Army,0,1-Jan-00,, 
3ID-CFW,1-41-FABN,TypeIdentificationPG|AlternateTypeIdentification,SRC/06365A500100,0,1-Jan-00,, 
3ID-CFW,1-41-FABN,TypeIdentificationPG|Nomenclature,1/41 FA Bn,0,1-Jan-00,, 
3ID-CFW,1-41-FABN,TypeIdentificationPG|TypeIdentification,UTC/17WVV,0,1-Jan-00,, 
3ID-CFW,147-MEDLOGBN,ClusterPG|ClusterIdentifier,147-MEDLOGBN,0,1-Jan-00,, 
3ID-CFW,147-MEDLOGBN,ItemIdentificationPG|AlternateItemIdentification,UIC/WG43AA,0,1-Jan-00,, 
3ID-CFW,147-MEDLOGBN,ItemIdentificationPG|ItemIdentification,147-MEDLOGBN,0,1-Jan-00,, 
3ID-CFW,147-MEDLOGBN,ItemIdentificationPG|Nomenclature,B Co 147 Med Log Bn,0,1-Jan-00,, 
3ID-CFW,147-MEDLOGBN,MilitaryOrgPG|Echelon,5,0,1-Jan-00,, 
3ID-CFW,147-MEDLOGBN,MilitaryOrgPG|Hierarchy2525,1.X.3.1.3.2,0,1-Jan-00,, 
3ID-CFW,147-MEDLOGBN,MilitaryOrgPG|HomeLocation,GeolocCode=HKHN,0,1-Jan-00,, 
3ID-CFW,147-MEDLOGBN,MilitaryOrgPG|IsReserve,FALSE,0,1-Jan-00,, 
3ID-CFW,147-MEDLOGBN,MilitaryOrgPG|SRC,08695L000100,0,1-Jan-00,, 
3ID-CFW,147-MEDLOGBN,MilitaryOrgPG|UIC,WG43AA,0,1-Jan-00,, 
3ID-CFW,147-MEDLOGBN,MilitaryOrgPG|UTC,FCXVV,0,1-Jan-00,, 
3ID-CFW,147-MEDLOGBN,OrganizationPG|Agency,FORSCOM,0,1-Jan-00,, 
3ID-CFW,147-MEDLOGBN,OrganizationPG|Service,Army,0,1-Jan-00,, 
3ID-CFW,147-MEDLOGBN,TypeIdentificationPG|AlternateTypeIdentification,SRC/08695L000100,0,1-Jan-00,, 
3ID-CFW,147-MEDLOGBN,TypeIdentificationPG|Nomenclature,B Co 147 Med Log Bn,0,1-Jan-00,, 
3ID-CFW,147-MEDLOGBN,TypeIdentificationPG|TypeIdentification,UTC/FCXVV,0,1-Jan-00,, 
3ID-CFW,157-QMCO-FSVC,ClusterPG|ClusterIdentifier,157-QMCO-FSVC,0,1-Jan-00,, 
3ID-CFW,157-QMCO-FSVC,ItemIdentificationPG|AlternateItemIdentification,UIC/WC4PAA,0,1-Jan-00,, 
3ID-CFW,157-QMCO-FSVC,ItemIdentificationPG|ItemIdentification,157-QMCO-FSVC,0,1-Jan-00,, 
3ID-CFW,157-QMCO-FSVC,ItemIdentificationPG|Nomenclature,157 QM Fld Svc Co,0,1-Jan-00,, 
3ID-CFW,157-QMCO-FSVC,MilitaryOrgPG|Echelon,4,0,1-Jan-00,, 
3ID-CFW,157-QMCO-FSVC,MilitaryOrgPG|Hierarchy2525,1.X.3.1.3.1.13,0,1-Jan-00,, 
3ID-CFW,157-QMCO-FSVC,MilitaryOrgPG|HomeLocation,GeolocCode=HFTZ,0,1-Jan-00,, 
3ID-CFW,157-QMCO-FSVC,MilitaryOrgPG|IsReserve,FALSE,0,1-Jan-00,, 
3ID-CFW,157-QMCO-FSVC,MilitaryOrgPG|SRC,42414L000300,0,1-Jan-00,, 
3ID-CFW,157-QMCO-FSVC,MilitaryOrgPG|UIC,WC4PAA,0,1-Jan-00,, 
3ID-CFW,157-QMCO-FSVC,MilitaryOrgPG|UTC,JJTTT,0,1-Jan-00,, 
3ID-CFW,157-QMCO-FSVC,OrganizationPG|Agency,FORSCOM,0,1-Jan-00,, 
3ID-CFW,157-QMCO-FSVC,OrganizationPG|Service,Army,0,1-Jan-00,, 
3ID-CFW,157-QMCO-FSVC,TypeIdentificationPG|AlternateTypeIdentification,SRC/42414L000300,0,1-Jan-00,, 
3ID-CFW,157-QMCO-FSVC,TypeIdentificationPG|Nomenclature,157 QM Fld Svc Co,0,1-Jan-00,, 
3ID-CFW,157-QMCO-FSVC,TypeIdentificationPG|TypeIdentification,UTC/JJTTT,0,1-Jan-00,, 
3ID-CFW,1-64-ARBN,ClusterPG|ClusterIdentifier,1-64-ARBN,0,1-Jan-00,, 
3ID-CFW,1-64-ARBN,ItemIdentificationPG|AlternateItemIdentification,UIC/WAZDAA,0,1-Jan-00,, 
3ID-CFW,1-64-ARBN,ItemIdentificationPG|ItemIdentification,1-64-ARBN,0,1-Jan-00,, 
3ID-CFW,1-64-ARBN,ItemIdentificationPG|Nomenclature,1/64 Tnk Bn,0,1-Jan-00,, 
3ID-CFW,1-64-ARBN,MilitaryOrgPG|Echelon,5,0,1-Jan-00,, 
3ID-CFW,1-64-ARBN,MilitaryOrgPG|Hierarchy2525,1.X.3.1.1.2,0,1-Jan-00,, 
3ID-CFW,1-64-ARBN,MilitaryOrgPG|HomeLocation,GeolocCode=HKUZ,0,1-Jan-00,, 
3ID-CFW,1-64-ARBN,MilitaryOrgPG|IsReserve,FALSE,0,1-Jan-00,, 
3ID-CFW,1-64-ARBN,MilitaryOrgPG|SRC,17375L000100,0,1-Jan-00,, 
3ID-CFW,1-64-ARBN,MilitaryOrgPG|UIC,WAZDAA,0,1-Jan-00,, 
3ID-CFW,1-64-ARBN,MilitaryOrgPG|UTC,2JTTT,0,1-Jan-00,, 
3ID-CFW,1-64-ARBN,OrganizationPG|Agency,FORSCOM,0,1-Jan-00,, 
3ID-CFW,1-64-ARBN,OrganizationPG|Roles,Combat,0,1-Jan-00,, 
3ID-CFW,1-64-ARBN,OrganizationPG|Service,Army,0,1-Jan-00,, 
3ID-CFW,1-64-ARBN,TypeIdentificationPG|AlternateTypeIdentification,SRC/17375L000100,0,1-Jan-00,, 
3ID-CFW,1-64-ARBN,TypeIdentificationPG|Nomenclature,1/64 Tnk Bn,0,1-Jan-00,, 
3ID-CFW,1-64-ARBN,TypeIdentificationPG|TypeIdentification,UTC/2JTTT,0,1-Jan-00,, 
3ID-CFW,180-TCBN-HHD,ClusterPG|ClusterIdentifier,180-TCBN-HHD,0,1-Jan-00,, 
3ID-CFW,180-TCBN-HHD,ItemIdentificationPG|AlternateItemIdentification,UIC/WEP0AA,0,1-Jan-00,, 
3ID-CFW,180-TCBN-HHD,ItemIdentificationPG|ItemIdentification,180-TCBN-HHD,0,1-Jan-00,, 
3ID-CFW,180-TCBN-HHD,ItemIdentificationPG|Nomenclature,180 TC Bn HHD,0,1-Jan-00,, 
3ID-CFW,180-TCBN-HHD,MilitaryOrgPG|Echelon,5,0,1-Jan-00,, 
3ID-CFW,180-TCBN-HHD,MilitaryOrgPG|Hierarchy2525,1.X.3.1.3.4,0,1-Jan-00,, 
3ID-CFW,180-TCBN-HHD,MilitaryOrgPG|HomeLocation,GeolocCode=HFTZ,0,1-Jan-00,, 
3ID-CFW,180-TCBN-HHD,MilitaryOrgPG|IsReserve,FALSE,0,1-Jan-00,, 
3ID-CFW,180-TCBN-HHD,MilitaryOrgPG|SRC,55716L000100,0,1-Jan-00,, 
3ID-CFW,180-TCBN-HHD,MilitaryOrgPG|UIC,WEP0AA,0,1-Jan-00,, 
3ID-CFW,180-TCBN-HHD,MilitaryOrgPG|UTC,U7H33,0,1-Jan-00,, 
3ID-CFW,180-TCBN-HHD,OrganizationPG|Agency,FORSCOM,0,1-Jan-00,, 
3ID-CFW,180-TCBN-HHD,OrganizationPG|Service,Army,0,1-Jan-00,, 
3ID-CFW,180-TCBN-HHD,TypeIdentificationPG|AlternateTypeIdentification,SRC/55716L000100,0,1-Jan-00,, 
3ID-CFW,180-TCBN-HHD,TypeIdentificationPG|Nomenclature,180 TC Bn HHD,0,1-Jan-00,, 
3ID-CFW,180-TCBN-HHD,TypeIdentificationPG|TypeIdentification,UTC/U7H33,0,1-Jan-00,, 
3ID-CFW,186-WTRPURDET,ClusterPG|ClusterIdentifier,186-WTRPURDET,0,1-Jan-00,, 
3ID-CFW,186-WTRPURDET,ItemIdentificationPG|AlternateItemIdentification,UIC/WCW7AA,0,1-Jan-00,, 
3ID-CFW,186-WTRPURDET,ItemIdentificationPG|ItemIdentification,186-WTRPURDET,0,1-Jan-00,, 
3ID-CFW,186-WTRPURDET,ItemIdentificationPG|Nomenclature,186 Water Purification Det,0,1-Jan-00,, 
3ID-CFW,186-WTRPURDET,MilitaryOrgPG|Echelon,3,0,1-Jan-00,, 
3ID-CFW,186-WTRPURDET,MilitaryOrgPG|Hierarchy2525,1.X.3.1.3.3.14.3,0,1-Jan-00,, 
3ID-CFW,186-WTRPURDET,MilitaryOrgPG|HomeLocation,GeolocCode=HCTL,0,1-Jan-00,, 
3ID-CFW,186-WTRPURDET,MilitaryOrgPG|IsReserve,FALSE,0,1-Jan-00,, 
3ID-CFW,186-WTRPURDET,MilitaryOrgPG|SRC,10469L000100,0,1-Jan-00,, 
3ID-CFW,186-WTRPURDET,MilitaryOrgPG|UIC,WCW7AA,0,1-Jan-00,, 
3ID-CFW,186-WTRPURDET,MilitaryOrgPG|UTC,JJB33,0,1-Jan-00,, 
3ID-CFW,186-WTRPURDET,OrganizationPG|Agency,FORSCOM,0,1-Jan-00,, 
3ID-CFW,186-WTRPURDET,OrganizationPG|Service,Army,0,1-Jan-00,, 
3ID-CFW,186-WTRPURDET,TypeIdentificationPG|AlternateTypeIdentification,SRC/10469L000100,0,1-Jan-00,, 
3ID-CFW,186-WTRPURDET,TypeIdentificationPG|Nomenclature,186 Water Purification Det,0,1-Jan-00,, 
3ID-CFW,186-WTRPURDET,TypeIdentificationPG|TypeIdentification,UTC/JJB33,0,1-Jan-00,, 
3ID-CFW,18-ENGCO,ClusterPG|ClusterIdentifier,18-ENGCO,0,1-Jan-00,, 
3ID-CFW,18-ENGCO,ItemIdentificationPG|AlternateItemIdentification,UIC/WE0VAA,0,1-Jan-00,, 
3ID-CFW,18-ENGCO,ItemIdentificationPG|ItemIdentification,18-ENGCO,0,1-Jan-00,, 
3ID-CFW,18-ENGCO,ItemIdentificationPG|Nomenclature,18 Eng Co,0,1-Jan-00,, 
3ID-CFW,18-ENGCO,MilitaryOrgPG|Echelon,4,0,1-Jan-00,, 
3ID-CFW,18-ENGCO,MilitaryOrgPG|Hierarchy2525,1.X.3.1.1.6.1.8,0,1-Jan-00,, 
3ID-CFW,18-ENGCO,MilitaryOrgPG|HomeLocation,GeolocCode=HGUH,0,1-Jan-00,, 
3ID-CFW,18-ENGCO,MilitaryOrgPG|IsReserve,FALSE,0,1-Jan-00,, 
3ID-CFW,18-ENGCO,MilitaryOrgPG|UIC,WE0VAA,0,1-Jan-00,, 
3ID-CFW,18-ENGCO,OrganizationPG|Agency,FORSCOM,0,1-Jan-00,, 
3ID-CFW,18-ENGCO,OrganizationPG|Roles,Combat,0,1-Jan-00,, 
3ID-CFW,18-ENGCO,OrganizationPG|Service,Army,0,1-Jan-00,, 
3ID-CFW,18-ENGCO,TypeIdentificationPG|AlternateTypeIdentification,SRC/,0,1-Jan-00,, 
3ID-CFW,18-ENGCO,TypeIdentificationPG|Nomenclature,18 Eng Co,0,1-Jan-00,, 
3ID-CFW,18-ENGCO,TypeIdentificationPG|TypeIdentification,UTC/,0,1-Jan-00,, 
3ID-CFW,18-QMPLT,ClusterPG|ClusterIdentifier,18-QMPLT,0,1-Jan-00,, 
3ID-CFW,18-QMPLT,ItemIdentificationPG|AlternateItemIdentification,UIC/WDNZAA,0,1-Jan-00,, 
3ID-CFW,18-QMPLT,ItemIdentificationPG|ItemIdentification,18-QMPLT,0,1-Jan-00,, 
3ID-CFW,18-QMPLT,ItemIdentificationPG|Nomenclature,18 QM Perishable Sub Plat,0,1-Jan-00,, 
3ID-CFW,18-QMPLT,MilitaryOrgPG|Echelon,3,0,1-Jan-00,, 
3ID-CFW,18-QMPLT,MilitaryOrgPG|Hierarchy2525,1.X.3.1.3.3.3,0,1-Jan-00,, 
3ID-CFW,18-QMPLT,MilitaryOrgPG|HomeLocation,GeolocCode=HCTL,0,1-Jan-00,, 
3ID-CFW,18-QMPLT,MilitaryOrgPG|IsReserve,FALSE,0,1-Jan-00,, 
3ID-CFW,18-QMPLT,MilitaryOrgPG|SRC,42518LB00100,0,1-Jan-00,, 
3ID-CFW,18-QMPLT,MilitaryOrgPG|UIC,WDNZAA,0,1-Jan-00,, 
3ID-CFW,18-QMPLT,MilitaryOrgPG|UTC,JQ6NN,0,1-Jan-00,, 
3ID-CFW,18-QMPLT,OrganizationPG|Agency,FORSCOM,0,1-Jan-00,, 
3ID-CFW,18-QMPLT,OrganizationPG|Service,Army,0,1-Jan-00,, 
3ID-CFW,18-QMPLT,TypeIdentificationPG|AlternateTypeIdentification,SRC/42518LB00100,0,1-Jan-00,, 
3ID-CFW,18-QMPLT,TypeIdentificationPG|Nomenclature,18 QM Perishable Sub Plat,0,1-Jan-00,, 
3ID-CFW,18-QMPLT,TypeIdentificationPG|TypeIdentification,UTC/JQ6NN,0,1-Jan-00,, 
3ID-CFW,1-9-FABN,ClusterPG|ClusterIdentifier,1-9-FABN,0,1-Jan-00,, 
3ID-CFW,1-9-FABN,ItemIdentificationPG|AlternateItemIdentification,UIC/WA2SAA,0,1-Jan-00,, 
3ID-CFW,1-9-FABN,ItemIdentificationPG|ItemIdentification,1-9-FABN,0,1-Jan-00,, 
3ID-CFW,1-9-FABN,ItemIdentificationPG|Nomenclature,1/9FA Bn,0,1-Jan-00,, 
3ID-CFW,1-9-FABN,MilitaryOrgPG|Echelon,5,0,1-Jan-00,, 
3ID-CFW,1-9-FABN,MilitaryOrgPG|Hierarchy2525,1.X.3.1.1.7.1.1,0,1-Jan-00,, 
3ID-CFW,1-9-FABN,MilitaryOrgPG|HomeLocation,GeolocCode=HKUZ,0,1-Jan-00,, 
3ID-CFW,1-9-FABN,MilitaryOrgPG|IsReserve,FALSE,0,1-Jan-00,, 
3ID-CFW,1-9-FABN,MilitaryOrgPG|SRC,06365A400100,0,1-Jan-00,, 
3ID-CFW,1-9-FABN,MilitaryOrgPG|UIC,WA2SAA,0,1-Jan-00,, 
3ID-CFW,1-9-FABN,MilitaryOrgPG|UTC,1LKKK,0,1-Jan-00,, 
3ID-CFW,1-9-FABN,OrganizationPG|Agency,FORSCOM,0,1-Jan-00,, 
3ID-CFW,1-9-FABN,OrganizationPG|Roles,Combat,0,1-Jan-00,, 
3ID-CFW,1-9-FABN,OrganizationPG|Service,Army,0,1-Jan-00,, 
3ID-CFW,1-9-FABN,TypeIdentificationPG|AlternateTypeIdentification,SRC/06365A400100,0,1-Jan-00,, 
3ID-CFW,1-9-FABN,TypeIdentificationPG|Nomenclature,1/9FA Bn,0,1-Jan-00,, 
3ID-CFW,1-9-FABN,TypeIdentificationPG|TypeIdentification,UTC/1LKKK,0,1-Jan-00,, 
3ID-CFW,1-BDE-3ID-HHC,ClusterPG|ClusterIdentifier,1-BDE-3ID-HHC,0,1-Jan-00,, 
3ID-CFW,1-BDE-3ID-HHC,ItemIdentificationPG|AlternateItemIdentification,UIC/WAQNAA,0,1-Jan-00,, 
3ID-CFW,1-BDE-3ID-HHC,ItemIdentificationPG|ItemIdentification,1-BDE-3ID-HHC,0,1-Jan-00,, 
3ID-CFW,1-BDE-3ID-HHC,ItemIdentificationPG|Nomenclature,HHC 1 Bde 3ID,0,1-Jan-00,, 
3ID-CFW,1-BDE-3ID-HHC,MilitaryOrgPG|Echelon,7,0,1-Jan-00,, 
3ID-CFW,1-BDE-3ID-HHC,MilitaryOrgPG|Hierarchy2525,1.X.3.1.1.5.6,0,1-Jan-00,, 
3ID-CFW,1-BDE-3ID-HHC,MilitaryOrgPG|HomeLocation,GeolocCode=HKUZ,0,1-Jan-00,, 
3ID-CFW,1-BDE-3ID-HHC,MilitaryOrgPG|IsReserve,FALSE,0,1-Jan-00,, 
3ID-CFW,1-BDE-3ID-HHC,MilitaryOrgPG|SRC,87042L200100,0,1-Jan-00,, 
3ID-CFW,1-BDE-3ID-HHC,MilitaryOrgPG|UIC,WAQNAA,0,1-Jan-00,, 
3ID-CFW,1-BDE-3ID-HHC,MilitaryOrgPG|UTC,0X4ZZ,0,1-Jan-00,, 
3ID-CFW,1-BDE-3ID-HHC,OrganizationPG|Agency,FORSCOM,0,1-Jan-00,, 
3ID-CFW,1-BDE-3ID-HHC,OrganizationPG|Service,Army,0,1-Jan-00,, 
3ID-CFW,1-BDE-3ID-HHC,TypeIdentificationPG|AlternateTypeIdentification,SRC/87042L200100,0,1-Jan-00,, 
3ID-CFW,1-BDE-3ID-HHC,TypeIdentificationPG|Nomenclature,HHC 1 Bde 3ID,0,1-Jan-00,, 
3ID-CFW,1-BDE-3ID-HHC,TypeIdentificationPG|TypeIdentification,UTC/0X4ZZ,0,1-Jan-00,, 
3ID-CFW,202-WTRPURDET,ClusterPG|ClusterIdentifier,202-WTRPURDET,0,1-Jan-00,, 
3ID-CFW,202-WTRPURDET,ItemIdentificationPG|AlternateItemIdentification,UIC/WFB6AA,0,1-Jan-00,, 
3ID-CFW,202-WTRPURDET,ItemIdentificationPG|ItemIdentification,202-WTRPURDET,0,1-Jan-00,, 
3ID-CFW,202-WTRPURDET,ItemIdentificationPG|Nomenclature,202 Water Purification Det,0,1-Jan-00,, 
3ID-CFW,202-WTRPURDET,MilitaryOrgPG|Echelon,3,0,1-Jan-00,, 
3ID-CFW,202-WTRPURDET,MilitaryOrgPG|Hierarchy2525,1.X.3.1.3.3.14.3,0,1-Jan-00,, 
3ID-CFW,202-WTRPURDET,MilitaryOrgPG|HomeLocation,GeolocCode=HKUZ,0,1-Jan-00,, 
3ID-CFW,202-WTRPURDET,MilitaryOrgPG|IsReserve,FALSE,0,1-Jan-00,, 
3ID-CFW,202-WTRPURDET,MilitaryOrgPG|SRC,10469L000100,0,1-Jan-00,, 
3ID-CFW,202-WTRPURDET,MilitaryOrgPG|UIC,WFB6AA,0,1-Jan-00,, 
3ID-CFW,202-WTRPURDET,MilitaryOrgPG|UTC,JJB33,0,1-Jan-00,, 
3ID-CFW,202-WTRPURDET,OrganizationPG|Agency,FORSCOM,0,1-Jan-00,, 
3ID-CFW,202-WTRPURDET,OrganizationPG|Service,Army,0,1-Jan-00,, 
3ID-CFW,202-WTRPURDET,TypeIdentificationPG|AlternateTypeIdentification,SRC/10469L000100,0,1-Jan-00,, 
3ID-CFW,202-WTRPURDET,TypeIdentificationPG|Nomenclature,202 Water Purification Det,0,1-Jan-00,, 
3ID-CFW,202-WTRPURDET,TypeIdentificationPG|TypeIdentification,UTC/JJB33,0,1-Jan-00,, 
3ID-CFW,203-FSB,ClusterPG|ClusterIdentifier,203-FSB,0,1-Jan-00,, 
3ID-CFW,203-FSB,CSSCapabilityPG|Capabilities,MOS/27E Count=10units Duration=1days,0,1-Jan-00,, 
3ID-CFW,203-FSB,CSSCapabilityPG|Capabilities,MOS/35D Count=10units Duration=1days,0,1-Jan-00,, 
3ID-CFW,203-FSB,CSSCapabilityPG|Capabilities,MOS/35E Count=10units Duration=1days,0,1-Jan-00,, 
3ID-CFW,203-FSB,CSSCapabilityPG|Capabilities,MOS/35F Count=10units Duration=1days,0,1-Jan-00,, 
3ID-CFW,203-FSB,CSSCapabilityPG|Capabilities,MOS/45B Count=10units Duration=1days,0,1-Jan-00,, 
3ID-CFW,203-FSB,CSSCapabilityPG|Capabilities,MOS/45G Count=60units Duration=1days,0,1-Jan-00,, 
3ID-CFW,203-FSB,CSSCapabilityPG|Capabilities,MOS/45K Count=150units Duration=1days,0,1-Jan-00,, 
3ID-CFW,203-FSB,CSSCapabilityPG|Capabilities,MOS/52C Count=20units Duration=1days,0,1-Jan-00,, 
3ID-CFW,203-FSB,CSSCapabilityPG|Capabilities,MOS/52D Count=20units Duration=1days,0,1-Jan-00,, 
3ID-CFW,203-FSB,CSSCapabilityPG|Capabilities,MOS/63H Count=260units Duration=1days,0,1-Jan-00,, 
3ID-CFW,203-FSB,CSSCapabilityPG|Capabilities,MOS/63J Count=30units Duration=1days,0,1-Jan-00,, 
3ID-CFW,203-FSB,CSSCapabilityPG|Capabilities,MOS/63W Count=40units Duration=1days,0,1-Jan-00,, 
3ID-CFW,203-FSB,CSSCapabilityPG|Capabilities,MOS/QM Count=30units Duration=1days,0,1-Jan-00,, 
3ID-CFW,203-FSB,ItemIdentificationPG|AlternateItemIdentification,UIC/WJD2AA,0,1-Jan-00,, 
3ID-CFW,203-FSB,ItemIdentificationPG|ItemIdentification,203-FSB,0,1-Jan-00,, 
3ID-CFW,203-FSB,ItemIdentificationPG|Nomenclature,203 Fwd Spt Bn (2x1),0,1-Jan-00,, 
3ID-CFW,203-FSB,MaintenancePG|Level,DSMaintenance,0,1-Jan-00,, 
3ID-CFW,203-FSB,MilitaryOrgPG|Echelon,5,0,1-Jan-00,, 
3ID-CFW,203-FSB,MilitaryOrgPG|Hierarchy2525,1.X.3.1.3,0,1-Jan-00,, 
3ID-CFW,203-FSB,MilitaryOrgPG|HomeLocation,GeolocCode=HCML,0,1-Jan-00,, 
3ID-CFW,203-FSB,MilitaryOrgPG|IsReserve,FALSE,0,1-Jan-00,, 
3ID-CFW,203-FSB,MilitaryOrgPG|SRC,63005L300100,0,1-Jan-00,, 
3ID-CFW,203-FSB,MilitaryOrgPG|UIC,WJD2AA,0,1-Jan-00,, 
3ID-CFW,203-FSB,MilitaryOrgPG|UTC,NHTTT,0,1-Jan-00,, 
3ID-CFW,203-FSB,OrganizationPG|Agency,FORSCOM,0,1-Jan-00,, 
3ID-CFW,203-FSB,OrganizationPG|Roles,AmmunitionProvider,0,1-Jan-00,, 
3ID-CFW,203-FSB,OrganizationPG|Roles,FuelSupplyProvider,0,1-Jan-00,, 
3ID-CFW,203-FSB,OrganizationPG|Roles,PackagedPOLSupplyProvider,0,1-Jan-00,, 
3ID-CFW,203-FSB,OrganizationPG|Roles,SparePartsProvider,0,1-Jan-00,, 
3ID-CFW,203-FSB,OrganizationPG|Roles,SubsistenceSupplyProvider,0,1-Jan-00,, 
3ID-CFW,203-FSB,OrganizationPG|Service,Army,0,1-Jan-00,, 
3ID-CFW,203-FSB,TypeIdentificationPG|AlternateTypeIdentification,SRC/63005L300100,0,1-Jan-00,, 
