ASSEMBLY_ID,ROLE,SUPPORTING_COMPONENT_ID,SUPPORTED_COMPONENT_ID,START_DATE,END_DATE,BLANK
3ID-135-CMT,Subordinate,3ID-135-CMT|1-10-FABN,3ID-135-CMT|3-BDE-3ID-HHC,1-Jan-00,, 
3ID-135-CMT,SubsistenceSupplyProvider,3ID-135-CMT|226-QMCO-SPLY,3ID-135-CMT|89-TKCO-CGO,1-Jan-00,, 
3ID-135-CMT,SubsistenceSupplyProvider,3ID-135-CMT|226-QMCO-SPLY,3ID-135-CMT|92-ENGBN-CBTHVY,1-Jan-00,, 
3ID-135-CMT,AmmunitionProvider,3ID-135-CMT|26-FSB,3ID-135-CMT|11-ENGBN,1-Jan-00,, 
3ID-135-CMT,AmmunitionProvider,3ID-135-CMT|26-FSB,3ID-135-CMT|1-64-ARBN,1-Jan-00,, 
3ID-135-CMT,AmmunitionProvider,3ID-135-CMT|26-FSB,3ID-135-CMT|1-9-FABN,1-Jan-00,, 
3ID-135-CMT,AmmunitionProvider,3ID-135-CMT|26-FSB,3ID-135-CMT|1-BDE-3ID-HHC,1-Jan-00,, 
3ID-135-CMT,AmmunitionProvider,3ID-135-CMT|26-FSB,3ID-135-CMT|3-15-INFBN,1-Jan-00,, 
3ID-135-CMT,AmmunitionProvider,3ID-135-CMT|26-FSB,3ID-135-CMT|3-7-INFBN,1-Jan-00,, 
3ID-135-CMT,FuelSupplyProvider,3ID-135-CMT|26-FSB,3ID-135-CMT|11-ENGBN,1-Jan-00,, 
3ID-135-CMT,FuelSupplyProvider,3ID-135-CMT|26-FSB,3ID-135-CMT|1-64-ARBN,1-Jan-00,, 
3ID-135-CMT,FuelSupplyProvider,3ID-135-CMT|26-FSB,3ID-135-CMT|1-9-FABN,1-Jan-00,, 
3ID-135-CMT,FuelSupplyProvider,3ID-135-CMT|26-FSB,3ID-135-CMT|1-BDE-3ID-HHC,1-Jan-00,, 
3ID-135-CMT,FuelSupplyProvider,3ID-135-CMT|26-FSB,3ID-135-CMT|3-15-INFBN,1-Jan-00,, 
3ID-135-CMT,FuelSupplyProvider,3ID-135-CMT|26-FSB,3ID-135-CMT|3-7-INFBN,1-Jan-00,, 
3ID-135-CMT,PackagedPOLSupplyProvider,3ID-135-CMT|26-FSB,3ID-135-CMT|11-ENGBN,1-Jan-00,, 
3ID-135-CMT,PackagedPOLSupplyProvider,3ID-135-CMT|26-FSB,3ID-135-CMT|1-64-ARBN,1-Jan-00,, 
3ID-135-CMT,PackagedPOLSupplyProvider,3ID-135-CMT|26-FSB,3ID-135-CMT|1-9-FABN,1-Jan-00,, 
3ID-135-CMT,PackagedPOLSupplyProvider,3ID-135-CMT|26-FSB,3ID-135-CMT|1-BDE-3ID-HHC,1-Jan-00,, 
3ID-135-CMT,PackagedPOLSupplyProvider,3ID-135-CMT|26-FSB,3ID-135-CMT|3-15-INFBN,1-Jan-00,, 
3ID-135-CMT,PackagedPOLSupplyProvider,3ID-135-CMT|26-FSB,3ID-135-CMT|3-7-INFBN,1-Jan-00,, 
3ID-135-CMT,SparePartsProvider,3ID-135-CMT|26-FSB,3ID-135-CMT|11-ENGBN,1-Jan-00,, 
3ID-135-CMT,SparePartsProvider,3ID-135-CMT|26-FSB,3ID-135-CMT|1-64-ARBN,1-Jan-00,, 
3ID-135-CMT,SparePartsProvider,3ID-135-CMT|26-FSB,3ID-135-CMT|1-9-FABN,1-Jan-00,, 
3ID-135-CMT,SparePartsProvider,3ID-135-CMT|26-FSB,3ID-135-CMT|1-BDE-3ID-HHC,1-Jan-00,, 
3ID-135-CMT,SparePartsProvider,3ID-135-CMT|26-FSB,3ID-135-CMT|3-15-INFBN,1-Jan-00,, 
3ID-135-CMT,SparePartsProvider,3ID-135-CMT|26-FSB,3ID-135-CMT|3-7-INFBN,1-Jan-00,, 
3ID-135-CMT,SubsistenceSupplyProvider,3ID-135-CMT|26-FSB,3ID-135-CMT|11-ENGBN,1-Jan-00,, 
3ID-135-CMT,SubsistenceSupplyProvider,3ID-135-CMT|26-FSB,3ID-135-CMT|1-64-ARBN,1-Jan-00,, 
3ID-135-CMT,SubsistenceSupplyProvider,3ID-135-CMT|26-FSB,3ID-135-CMT|1-9-FABN,1-Jan-00,, 
3ID-135-CMT,SubsistenceSupplyProvider,3ID-135-CMT|26-FSB,3ID-135-CMT|1-BDE-3ID-HHC,1-Jan-00,, 
3ID-135-CMT,SubsistenceSupplyProvider,3ID-135-CMT|26-FSB,3ID-135-CMT|3-15-INFBN,1-Jan-00,, 
3ID-135-CMT,SubsistenceSupplyProvider,3ID-135-CMT|26-FSB,3ID-135-CMT|3-7-INFBN,1-Jan-00,, 
3ID-135-CMT,AmmunitionProvider,3ID-135-CMT|296-SPTBN,3ID-135-CMT|1-14-CAVSQDN,1-Jan-00,, 
3ID-135-CMT,AmmunitionProvider,3ID-135-CMT|296-SPTBN,3ID-135-CMT|1-23-INFBN,1-Jan-00,, 
3ID-135-CMT,AmmunitionProvider,3ID-135-CMT|296-SPTBN,3ID-135-CMT|126-MEDTM-FSURG,1-Jan-00,, 
3ID-135-CMT,AmmunitionProvider,3ID-135-CMT|296-SPTBN,3ID-135-CMT|1-37-FABN,1-Jan-00,, 
3ID-135-CMT,AmmunitionProvider,3ID-135-CMT|296-SPTBN,3ID-135-CMT|18-ENGCO,1-Jan-00,, 
3ID-135-CMT,AmmunitionProvider,3ID-135-CMT|296-SPTBN,3ID-135-CMT|209-MICO,1-Jan-00,, 
3ID-135-CMT,AmmunitionProvider,3ID-135-CMT|296-SPTBN,3ID-135-CMT|2-3-INFBN,1-Jan-00,, 
3ID-135-CMT,AmmunitionProvider,3ID-135-CMT|296-SPTBN,3ID-135-CMT|334-SIGCO,1-Jan-00,, 
3ID-135-CMT,AmmunitionProvider,3ID-135-CMT|296-SPTBN,3ID-135-CMT|3-BDE-2ID-HHC,1-Jan-00,, 
3ID-135-CMT,AmmunitionProvider,3ID-135-CMT|296-SPTBN,3ID-135-CMT|5-20-INFBN,1-Jan-00,, 
3ID-135-CMT,AmmunitionProvider,3ID-135-CMT|296-SPTBN,3ID-135-CMT|52-INF-CCO,1-Jan-00,, 
3ID-135-CMT,FuelSupplyProvider,3ID-135-CMT|296-SPTBN,3ID-135-CMT|1-14-CAVSQDN,1-Jan-00,, 
3ID-135-CMT,FuelSupplyProvider,3ID-135-CMT|296-SPTBN,3ID-135-CMT|1-23-INFBN,1-Jan-00,, 
3ID-135-CMT,FuelSupplyProvider,3ID-135-CMT|296-SPTBN,3ID-135-CMT|126-MEDTM-FSURG,1-Jan-00,, 
3ID-135-CMT,FuelSupplyProvider,3ID-135-CMT|296-SPTBN,3ID-135-CMT|1-37-FABN,1-Jan-00,, 
3ID-135-CMT,FuelSupplyProvider,3ID-135-CMT|296-SPTBN,3ID-135-CMT|18-ENGCO,1-Jan-00,, 
3ID-135-CMT,FuelSupplyProvider,3ID-135-CMT|296-SPTBN,3ID-135-CMT|209-MICO,1-Jan-00,, 
3ID-135-CMT,FuelSupplyProvider,3ID-135-CMT|296-SPTBN,3ID-135-CMT|2-3-INFBN,1-Jan-00,, 
3ID-135-CMT,FuelSupplyProvider,3ID-135-CMT|296-SPTBN,3ID-135-CMT|334-SIGCO,1-Jan-00,, 
3ID-135-CMT,FuelSupplyProvider,3ID-135-CMT|296-SPTBN,3ID-135-CMT|3-BDE-2ID-HHC,1-Jan-00,, 
3ID-135-CMT,FuelSupplyProvider,3ID-135-CMT|296-SPTBN,3ID-135-CMT|5-20-INFBN,1-Jan-00,, 
3ID-135-CMT,FuelSupplyProvider,3ID-135-CMT|296-SPTBN,3ID-135-CMT|52-INF-CCO,1-Jan-00,, 
3ID-135-CMT,PackagedPOLSupplyProvider,3ID-135-CMT|296-SPTBN,3ID-135-CMT|1-14-CAVSQDN,1-Jan-00,, 
3ID-135-CMT,PackagedPOLSupplyProvider,3ID-135-CMT|296-SPTBN,3ID-135-CMT|1-23-INFBN,1-Jan-00,, 
3ID-135-CMT,PackagedPOLSupplyProvider,3ID-135-CMT|296-SPTBN,3ID-135-CMT|126-MEDTM-FSURG,1-Jan-00,, 
3ID-135-CMT,PackagedPOLSupplyProvider,3ID-135-CMT|296-SPTBN,3ID-135-CMT|1-37-FABN,1-Jan-00,, 
3ID-135-CMT,PackagedPOLSupplyProvider,3ID-135-CMT|296-SPTBN,3ID-135-CMT|18-ENGCO,1-Jan-00,, 
3ID-135-CMT,PackagedPOLSupplyProvider,3ID-135-CMT|296-SPTBN,3ID-135-CMT|209-MICO,1-Jan-00,, 
3ID-135-CMT,PackagedPOLSupplyProvider,3ID-135-CMT|296-SPTBN,3ID-135-CMT|2-3-INFBN,1-Jan-00,, 
3ID-135-CMT,PackagedPOLSupplyProvider,3ID-135-CMT|296-SPTBN,3ID-135-CMT|334-SIGCO,1-Jan-00,, 
3ID-135-CMT,PackagedPOLSupplyProvider,3ID-135-CMT|296-SPTBN,3ID-135-CMT|3-BDE-2ID-HHC,1-Jan-00,, 
3ID-135-CMT,PackagedPOLSupplyProvider,3ID-135-CMT|296-SPTBN,3ID-135-CMT|5-20-INFBN,1-Jan-00,, 
3ID-135-CMT,PackagedPOLSupplyProvider,3ID-135-CMT|296-SPTBN,3ID-135-CMT|52-INF-CCO,1-Jan-00,, 
3ID-135-CMT,SparePartsProvider,3ID-135-CMT|296-SPTBN,3ID-135-CMT|1-14-CAVSQDN,1-Jan-00,, 
3ID-135-CMT,SparePartsProvider,3ID-135-CMT|296-SPTBN,3ID-135-CMT|1-23-INFBN,1-Jan-00,, 
3ID-135-CMT,SparePartsProvider,3ID-135-CMT|296-SPTBN,3ID-135-CMT|126-MEDTM-FSURG,1-Jan-00,, 
3ID-135-CMT,SparePartsProvider,3ID-135-CMT|296-SPTBN,3ID-135-CMT|1-37-FABN,1-Jan-00,, 
3ID-135-CMT,SparePartsProvider,3ID-135-CMT|296-SPTBN,3ID-135-CMT|18-ENGCO,1-Jan-00,, 
3ID-135-CMT,SparePartsProvider,3ID-135-CMT|296-SPTBN,3ID-135-CMT|209-MICO,1-Jan-00,, 
3ID-135-CMT,SparePartsProvider,3ID-135-CMT|296-SPTBN,3ID-135-CMT|2-3-INFBN,1-Jan-00,, 
3ID-135-CMT,SparePartsProvider,3ID-135-CMT|296-SPTBN,3ID-135-CMT|334-SIGCO,1-Jan-00,, 
3ID-135-CMT,SparePartsProvider,3ID-135-CMT|296-SPTBN,3ID-135-CMT|3-BDE-2ID-HHC,1-Jan-00,, 
3ID-135-CMT,SparePartsProvider,3ID-135-CMT|296-SPTBN,3ID-135-CMT|5-20-INFBN,1-Jan-00,, 
3ID-135-CMT,SparePartsProvider,3ID-135-CMT|296-SPTBN,3ID-135-CMT|52-INF-CCO,1-Jan-00,, 
3ID-135-CMT,SubsistenceSupplyProvider,3ID-135-CMT|296-SPTBN,3ID-135-CMT|1-14-CAVSQDN,1-Jan-00,, 
3ID-135-CMT,SubsistenceSupplyProvider,3ID-135-CMT|296-SPTBN,3ID-135-CMT|1-23-INFBN,1-Jan-00,, 
3ID-135-CMT,SubsistenceSupplyProvider,3ID-135-CMT|296-SPTBN,3ID-135-CMT|126-MEDTM-FSURG,1-Jan-00,, 
3ID-135-CMT,SubsistenceSupplyProvider,3ID-135-CMT|296-SPTBN,3ID-135-CMT|1-37-FABN,1-Jan-00,, 
3ID-135-CMT,SubsistenceSupplyProvider,3ID-135-CMT|296-SPTBN,3ID-135-CMT|18-ENGCO,1-Jan-00,, 
3ID-135-CMT,SubsistenceSupplyProvider,3ID-135-CMT|296-SPTBN,3ID-135-CMT|209-MICO,1-Jan-00,, 
3ID-135-CMT,SubsistenceSupplyProvider,3ID-135-CMT|296-SPTBN,3ID-135-CMT|2-3-INFBN,1-Jan-00,, 
3ID-135-CMT,SubsistenceSupplyProvider,3ID-135-CMT|296-SPTBN,3ID-135-CMT|334-SIGCO,1-Jan-00,, 
3ID-135-CMT,SubsistenceSupplyProvider,3ID-135-CMT|296-SPTBN,3ID-135-CMT|3-BDE-2ID-HHC,1-Jan-00,, 
3ID-135-CMT,SubsistenceSupplyProvider,3ID-135-CMT|296-SPTBN,3ID-135-CMT|5-20-INFBN,1-Jan-00,, 
3ID-135-CMT,SubsistenceSupplyProvider,3ID-135-CMT|296-SPTBN,3ID-135-CMT|52-INF-CCO,1-Jan-00,, 
3ID-135-CMT,AmmunitionProvider,3ID-135-CMT|3-FSB,3ID-135-CMT|10-ENGBN,1-Jan-00,, 
3ID-135-CMT,AmmunitionProvider,3ID-135-CMT|3-FSB,3ID-135-CMT|1-41-FABN,1-Jan-00,, 
3ID-135-CMT,AmmunitionProvider,3ID-135-CMT|3-FSB,3ID-135-CMT|2-7-INFBN,1-Jan-00,, 
3ID-135-CMT,AmmunitionProvider,3ID-135-CMT|3-FSB,3ID-135-CMT|2-BDE-3ID-HHC,1-Jan-00,, 
3ID-135-CMT,AmmunitionProvider,3ID-135-CMT|3-FSB,3ID-135-CMT|3-69-ARBN,1-Jan-00,, 
3ID-135-CMT,AmmunitionProvider,3ID-135-CMT|3-FSB,3ID-135-CMT|4-64-ARBN,1-Jan-00,, 
3ID-135-CMT,FuelSupplyProvider,3ID-135-CMT|3-FSB,3ID-135-CMT|10-ENGBN,1-Jan-00,, 
3ID-135-CMT,FuelSupplyProvider,3ID-135-CMT|3-FSB,3ID-135-CMT|1-41-FABN,1-Jan-00,, 
3ID-135-CMT,FuelSupplyProvider,3ID-135-CMT|3-FSB,3ID-135-CMT|2-7-INFBN,1-Jan-00,, 
3ID-135-CMT,FuelSupplyProvider,3ID-135-CMT|3-FSB,3ID-135-CMT|2-BDE-3ID-HHC,1-Jan-00,, 
3ID-135-CMT,FuelSupplyProvider,3ID-135-CMT|3-FSB,3ID-135-CMT|3-69-ARBN,1-Jan-00,, 
3ID-135-CMT,FuelSupplyProvider,3ID-135-CMT|3-FSB,3ID-135-CMT|4-64-ARBN,1-Jan-00,, 
3ID-135-CMT,PackagedPOLSupplyProvider,3ID-135-CMT|3-FSB,3ID-135-CMT|10-ENGBN,1-Jan-00,, 
3ID-135-CMT,PackagedPOLSupplyProvider,3ID-135-CMT|3-FSB,3ID-135-CMT|1-41-FABN,1-Jan-00,, 
3ID-135-CMT,PackagedPOLSupplyProvider,3ID-135-CMT|3-FSB,3ID-135-CMT|2-7-INFBN,1-Jan-00,, 
3ID-135-CMT,PackagedPOLSupplyProvider,3ID-135-CMT|3-FSB,3ID-135-CMT|2-BDE-3ID-HHC,1-Jan-00,, 
3ID-135-CMT,PackagedPOLSupplyProvider,3ID-135-CMT|3-FSB,3ID-135-CMT|3-69-ARBN,1-Jan-00,, 
3ID-135-CMT,PackagedPOLSupplyProvider,3ID-135-CMT|3-FSB,3ID-135-CMT|4-64-ARBN,1-Jan-00,, 
3ID-135-CMT,SparePartsProvider,3ID-135-CMT|3-FSB,3ID-135-CMT|10-ENGBN,1-Jan-00,, 
3ID-135-CMT,SparePartsProvider,3ID-135-CMT|3-FSB,3ID-135-CMT|1-41-FABN,1-Jan-00,, 
3ID-135-CMT,SparePartsProvider,3ID-135-CMT|3-FSB,3ID-135-CMT|2-7-INFBN,1-Jan-00,, 
3ID-135-CMT,SparePartsProvider,3ID-135-CMT|3-FSB,3ID-135-CMT|2-BDE-3ID-HHC,1-Jan-00,, 
3ID-135-CMT,SparePartsProvider,3ID-135-CMT|3-FSB,3ID-135-CMT|3-69-ARBN,1-Jan-00,, 
3ID-135-CMT,SparePartsProvider,3ID-135-CMT|3-FSB,3ID-135-CMT|4-64-ARBN,1-Jan-00,, 
3ID-135-CMT,SubsistenceSupplyProvider,3ID-135-CMT|3-FSB,3ID-135-CMT|10-ENGBN,1-Jan-00,, 
3ID-135-CMT,SubsistenceSupplyProvider,3ID-135-CMT|3-FSB,3ID-135-CMT|1-41-FABN,1-Jan-00,, 
3ID-135-CMT,SubsistenceSupplyProvider,3ID-135-CMT|3-FSB,3ID-135-CMT|2-7-INFBN,1-Jan-00,, 
3ID-135-CMT,SubsistenceSupplyProvider,3ID-135-CMT|3-FSB,3ID-135-CMT|2-BDE-3ID-HHC,1-Jan-00,, 
3ID-135-CMT,SubsistenceSupplyProvider,3ID-135-CMT|3-FSB,3ID-135-CMT|3-69-ARBN,1-Jan-00,, 
3ID-135-CMT,SubsistenceSupplyProvider,3ID-135-CMT|3-FSB,3ID-135-CMT|4-64-ARBN,1-Jan-00,, 
3ID-135-CMT,SubsistenceSupplyProvider,3ID-135-CMT|343-QMCO-SPLY,3ID-135-CMT|110-QMCO-POLSPLY,1-Jan-00,, 
3ID-135-CMT,SubsistenceSupplyProvider,3ID-135-CMT|343-QMCO-SPLY,3ID-135-CMT|180-TCBN-HHD,1-Jan-00,, 
3ID-135-CMT,SubsistenceSupplyProvider,3ID-135-CMT|343-QMCO-SPLY,3ID-135-CMT|24-CSB-HHD,1-Jan-00,, 
3ID-135-CMT,SubsistenceSupplyProvider,3ID-135-CMT|343-QMCO-SPLY,3ID-135-CMT|259-QMCO-FSVC,1-Jan-00,, 
3ID-135-CMT,SubsistenceSupplyProvider,3ID-135-CMT|343-QMCO-SPLY,3ID-135-CMT|406-TCDET-TPT,1-Jan-00,, 
3ID-135-CMT,SubsistenceSupplyProvider,3ID-135-CMT|343-QMCO-SPLY,3ID-135-CMT|418-TKCO-POL,1-Jan-00,, 
3ID-135-CMT,SubsistenceSupplyProvider,3ID-135-CMT|343-QMCO-SPLY,3ID-135-CMT|632-MAINTCO,1-Jan-00,, 
3ID-135-CMT,SubsistenceSupplyProvider,3ID-135-CMT|343-QMCO-SPLY,3ID-135-CMT|96-TCCO-HET,1-Jan-00,, 
3ID-135-CMT,StrategicTransportationProvider,3ID-135-CMT|3ID-HHC,3ID-135-CMT|103-MIBN,1-Jan-00,, 
3ID-135-CMT,StrategicTransportationProvider,3ID-135-CMT|3ID-HHC,3ID-135-CMT|10-ENGBN,1-Jan-00,, 
3ID-135-CMT,StrategicTransportationProvider,3ID-135-CMT|3ID-HHC,3ID-135-CMT|10-TCBN-HHC,1-Jan-00,, 
3ID-135-CMT,StrategicTransportationProvider,3ID-135-CMT|3ID-HHC,3ID-135-CMT|1-10-FABN,1-Jan-00,, 
3ID-135-CMT,StrategicTransportationProvider,3ID-135-CMT|3ID-HHC,3ID-135-CMT|110-QMCO-POLSPLY,1-Jan-00,, 
3ID-135-CMT,StrategicTransportationProvider,3ID-135-CMT|3ID-HHC,3ID-135-CMT|1-14-CAVSQDN,1-Jan-00,, 
3ID-135-CMT,StrategicTransportationProvider,3ID-135-CMT|3ID-HHC,3ID-135-CMT|1-15-INFBN,1-Jan-00,, 
3ID-135-CMT,StrategicTransportationProvider,3ID-135-CMT|3ID-HHC,3ID-135-CMT|119-TCCO-CGO,1-Jan-00,, 
3ID-135-CMT,StrategicTransportationProvider,3ID-135-CMT|3ID-HHC,3ID-135-CMT|11-ENGBN,1-Jan-00,, 
3ID-135-CMT,StrategicTransportationProvider,3ID-135-CMT|3ID-HHC,3ID-135-CMT|1-23-INFBN,1-Jan-00,, 
3ID-135-CMT,StrategicTransportationProvider,3ID-135-CMT|3ID-HHC,3ID-135-CMT|123-SIGBN,1-Jan-00,, 
3ID-135-CMT,StrategicTransportationProvider,3ID-135-CMT|3ID-HHC,3ID-135-CMT|126-MEDTM-FSURG,1-Jan-00,, 
3ID-135-CMT,StrategicTransportationProvider,3ID-135-CMT|3ID-HHC,3ID-135-CMT|12-FABTRY,1-Jan-00,, 
3ID-135-CMT,StrategicTransportationProvider,3ID-135-CMT|3ID-HHC,3ID-135-CMT|1-30-INFBN,1-Jan-00,, 
3ID-135-CMT,StrategicTransportationProvider,3ID-135-CMT|3ID-HHC,3ID-135-CMT|1-37-FABN,1-Jan-00,, 
3ID-135-CMT,StrategicTransportationProvider,3ID-135-CMT|3ID-HHC,3ID-135-CMT|1-3-ADABN,1-Jan-00,, 
3ID-135-CMT,StrategicTransportationProvider,3ID-135-CMT|3ID-HHC,3ID-135-CMT|1-3-AVNBN,1-Jan-00,, 
3ID-135-CMT,StrategicTransportationProvider,3ID-135-CMT|3ID-HHC,3ID-135-CMT|1-41-FABN,1-Jan-00,, 
3ID-135-CMT,StrategicTransportationProvider,3ID-135-CMT|3ID-HHC,3ID-135-CMT|147-MEDLOGBN,1-Jan-00,, 
3ID-135-CMT,StrategicTransportationProvider,3ID-135-CMT|3ID-HHC,3ID-135-CMT|157-QMCO-FSVC,1-Jan-00,, 
3ID-135-CMT,StrategicTransportationProvider,3ID-135-CMT|3ID-HHC,3ID-135-CMT|1-64-ARBN,1-Jan-00,, 
3ID-135-CMT,StrategicTransportationProvider,3ID-135-CMT|3ID-HHC,3ID-135-CMT|180-TCBN-HHD,1-Jan-00,, 
3ID-135-CMT,StrategicTransportationProvider,3ID-135-CMT|3ID-HHC,3ID-135-CMT|186-WTRPURDET,1-Jan-00,, 
3ID-135-CMT,StrategicTransportationProvider,3ID-135-CMT|3ID-HHC,3ID-135-CMT|18-ENGCO,1-Jan-00,, 
3ID-135-CMT,StrategicTransportationProvider,3ID-135-CMT|3ID-HHC,3ID-135-CMT|18-QMPLT,1-Jan-00,, 
3ID-135-CMT,StrategicTransportationProvider,3ID-135-CMT|3ID-HHC,3ID-135-CMT|1-9-FABN,1-Jan-00,, 
3ID-135-CMT,StrategicTransportationProvider,3ID-135-CMT|3ID-HHC,3ID-135-CMT|1-BDE-3ID-HHC,1-Jan-00,, 
3ID-135-CMT,StrategicTransportationProvider,3ID-135-CMT|3ID-HHC,3ID-135-CMT|202-WTRPURDET,1-Jan-00,, 
3ID-135-CMT,StrategicTransportationProvider,3ID-135-CMT|3ID-HHC,3ID-135-CMT|203-FSB,1-Jan-00,, 
3ID-135-CMT,StrategicTransportationProvider,3ID-135-CMT|3ID-HHC,3ID-135-CMT|209-MICO,1-Jan-00,, 
3ID-135-CMT,StrategicTransportationProvider,3ID-135-CMT|3ID-HHC,3ID-135-CMT|21-MED-CSHOSP,1-Jan-00,, 
3ID-135-CMT,StrategicTransportationProvider,3ID-135-CMT|3ID-HHC,3ID-135-CMT|226-QMCO-SPLY,1-Jan-00,, 
3ID-135-CMT,StrategicTransportationProvider,3ID-135-CMT|3ID-HHC,3ID-135-CMT|2-3-AVNBN,1-Jan-00,, 
3ID-135-CMT,StrategicTransportationProvider,3ID-135-CMT|3ID-HHC,3ID-135-CMT|2-3-INFBN,1-Jan-00,, 
3ID-135-CMT,StrategicTransportationProvider,3ID-135-CMT|3ID-HHC,3ID-135-CMT|24-CSB-HHD,1-Jan-00,, 
3ID-135-CMT,StrategicTransportationProvider,3ID-135-CMT|3ID-HHC,3ID-135-CMT|24-ODCO,1-Jan-00,, 
3ID-135-CMT,StrategicTransportationProvider,3ID-135-CMT|3ID-HHC,3ID-135-CMT|24-SPTGP-HHC,1-Jan-00,, 
3ID-135-CMT,StrategicTransportationProvider,3ID-135-CMT|3ID-HHC,3ID-135-CMT|259-QMCO-FSVC,1-Jan-00,, 
3ID-135-CMT,StrategicTransportationProvider,3ID-135-CMT|3ID-HHC,3ID-135-CMT|2-69-ARBN,1-Jan-00,, 
3ID-135-CMT,StrategicTransportationProvider,3ID-135-CMT|3ID-HHC,3ID-135-CMT|26-FSB,1-Jan-00,, 
3ID-135-CMT,StrategicTransportationProvider,3ID-135-CMT|3ID-HHC,3ID-135-CMT|2-7-INFBN,1-Jan-00,, 
3ID-135-CMT,StrategicTransportationProvider,3ID-135-CMT|3ID-HHC,3ID-135-CMT|296-SPTBN,1-Jan-00,, 
3ID-135-CMT,StrategicTransportationProvider,3ID-135-CMT|3ID-HHC,3ID-135-CMT|2-BDE-3ID-HHC,1-Jan-00,, 
3ID-135-CMT,StrategicTransportationProvider,3ID-135-CMT|3ID-HHC,3ID-135-CMT|3-15-INFBN,1-Jan-00,, 
3ID-135-CMT,StrategicTransportationProvider,3ID-135-CMT|3ID-HHC,3ID-135-CMT|317-ENGBN,1-Jan-00,, 
3ID-135-CMT,StrategicTransportationProvider,3ID-135-CMT|3ID-HHC,3ID-135-CMT|324-SCBN-TRITAC,1-Jan-00,, 
3ID-135-CMT,StrategicTransportationProvider,3ID-135-CMT|3ID-HHC,3ID-135-CMT|334-SIGCO,1-Jan-00,, 
3ID-135-CMT,StrategicTransportationProvider,3ID-135-CMT|3ID-HHC,3ID-135-CMT|343-QMCO-SPLY,1-Jan-00,, 
3ID-135-CMT,StrategicTransportationProvider,3ID-135-CMT|3ID-HHC,3ID-135-CMT|3-69-ARBN,1-Jan-00,, 
3ID-135-CMT,StrategicTransportationProvider,3ID-135-CMT|3ID-HHC,3ID-135-CMT|36-MEDEVACBN-GAMBCO,1-Jan-00,, 
3ID-135-CMT,StrategicTransportationProvider,3ID-135-CMT|3ID-HHC,3ID-135-CMT|3-7-CAVSQDN,1-Jan-00,, 
3ID-135-CMT,StrategicTransportationProvider,3ID-135-CMT|3ID-HHC,3ID-135-CMT|3-7-INFBN,1-Jan-00,, 
3ID-135-CMT,StrategicTransportationProvider,3ID-135-CMT|3ID-HHC,3ID-135-CMT|396-TCCO-PLS,1-Jan-00,, 
3ID-135-CMT,StrategicTransportationProvider,3ID-135-CMT|3ID-HHC,3ID-135-CMT|39-FABTRY,1-Jan-00,, 
3ID-135-CMT,StrategicTransportationProvider,3ID-135-CMT|3ID-HHC,3ID-135-CMT|3-AVNBDE-HHC,1-Jan-00,, 
3ID-135-CMT,StrategicTransportationProvider,3ID-135-CMT|3ID-HHC,3ID-135-CMT|3-BDE-2ID-HHC,1-Jan-00,, 
3ID-135-CMT,StrategicTransportationProvider,3ID-135-CMT|3ID-HHC,3ID-135-CMT|3-BDE-3ID-HHC,1-Jan-00,, 
3ID-135-CMT,StrategicTransportationProvider,3ID-135-CMT|3ID-HHC,3ID-135-CMT|3-DISCOM-HHC,1-Jan-00,, 
3ID-135-CMT,StrategicTransportationProvider,3ID-135-CMT|3ID-HHC,3ID-135-CMT|3-FSB,1-Jan-00,, 
3ID-135-CMT,StrategicTransportationProvider,3ID-135-CMT|3ID-HHC,3ID-135-CMT|3-MPCO,1-Jan-00,, 
3ID-135-CMT,StrategicTransportationProvider,3ID-135-CMT|3ID-HHC,3ID-135-CMT|406-TCDET-TPT,1-Jan-00,, 
3ID-135-CMT,StrategicTransportationProvider,3ID-135-CMT|3ID-HHC,3ID-135-CMT|416-TKCO-POL,1-Jan-00,, 
3ID-135-CMT,StrategicTransportationProvider,3ID-135-CMT|3ID-HHC,3ID-135-CMT|418-TKCO-POL,1-Jan-00,, 
3ID-135-CMT,StrategicTransportationProvider,3ID-135-CMT|3ID-HHC,3ID-135-CMT|4-64-ARBN,1-Jan-00,, 
3ID-135-CMT,StrategicTransportationProvider,3ID-135-CMT|3ID-HHC,3ID-135-CMT|512-QMCO-WTRSPLY,1-Jan-00,, 
3ID-135-CMT,StrategicTransportationProvider,3ID-135-CMT|3ID-HHC,3ID-135-CMT|5-20-INFBN,1-Jan-00,, 
3ID-135-CMT,StrategicTransportationProvider,3ID-135-CMT|3ID-HHC,3ID-135-CMT|52-INF-CCO,1-Jan-00,, 
3ID-135-CMT,StrategicTransportationProvider,3ID-135-CMT|3ID-HHC,3ID-135-CMT|553-CSB-HHD,1-Jan-00,, 
3ID-135-CMT,StrategicTransportationProvider,3ID-135-CMT|3ID-HHC,3ID-135-CMT|571-MEDDET-AMBL,1-Jan-00,, 
3ID-135-CMT,StrategicTransportationProvider,3ID-135-CMT|3ID-HHC,3ID-135-CMT|602-MAINTCO,1-Jan-00,, 
3ID-135-CMT,StrategicTransportationProvider,3ID-135-CMT|3ID-HHC,3ID-135-CMT|603-DASB,1-Jan-00,, 
