ASSEMBLY_ID,OPLAN_ID,COMPONENT_ID,START_CDAY,END_CDAY,ATTRIBUTE_NAME,ATTRIBUTE_VALUE,BLANK
3ID-135-CMT,093FF,180-TCBN-HHD,11,21,ACTIVITY_TYPE,Employment-CSS, 
3ID-135-CMT,093FF,180-TCBN-HHD,11,21,LOCATION,FGQS, 
3ID-135-CMT,093FF,180-TCBN-HHD,11,21,OPTEMPO,Medium, 
3ID-135-CMT,093FF,180-TCBN-HHD,21,36,ACTIVITY_TYPE,Employment-CSS, 
3ID-135-CMT,093FF,180-TCBN-HHD,21,36,LOCATION,FGQS, 
3ID-135-CMT,093FF,180-TCBN-HHD,21,36,OPTEMPO,Medium, 
3ID-135-CMT,093FF,180-TCBN-HHD,36,46,ACTIVITY_TYPE,Employment-CSS, 
3ID-135-CMT,093FF,180-TCBN-HHD,36,46,LOCATION,FGQS, 
3ID-135-CMT,093FF,180-TCBN-HHD,36,46,OPTEMPO,Medium, 
3ID-135-CMT,093FF,180-TCBN-HHD,46,181,ACTIVITY_TYPE,Stand-Down, 
3ID-135-CMT,093FF,180-TCBN-HHD,46,181,LOCATION,FGQS, 
3ID-135-CMT,093FF,180-TCBN-HHD,46,181,OPTEMPO,Low, 
3ID-135-CMT,093FF,180-TCBN-HHD,181,225,ACTIVITY_TYPE,Redeployment, 
3ID-135-CMT,093FF,180-TCBN-HHD,181,225,LOCATION,FGQS, 
3ID-135-CMT,093FF,180-TCBN-HHD,181,225,OPTEMPO,Low, 
3ID-135-CMT,093FF,186-WTRPURDET,0,26,ACTIVITY_TYPE,Deployment, 
3ID-135-CMT,093FF,186-WTRPURDET,0,26,LOCATION,FGQS, 
3ID-135-CMT,093FF,186-WTRPURDET,0,26,OPTEMPO,Low, 
3ID-135-CMT,093FF,186-WTRPURDET,26,36,ACTIVITY_TYPE,Employment-CSS, 
3ID-135-CMT,093FF,186-WTRPURDET,26,36,LOCATION,FGQS, 
3ID-135-CMT,093FF,186-WTRPURDET,26,36,OPTEMPO,High, 
3ID-135-CMT,093FF,186-WTRPURDET,36,46,ACTIVITY_TYPE,Employment-CSS, 
3ID-135-CMT,093FF,186-WTRPURDET,36,46,LOCATION,FGQS, 
3ID-135-CMT,093FF,186-WTRPURDET,36,46,OPTEMPO,Medium, 
3ID-135-CMT,093FF,186-WTRPURDET,46,181,ACTIVITY_TYPE,Stand-Down, 
3ID-135-CMT,093FF,186-WTRPURDET,46,181,LOCATION,FGQS, 
3ID-135-CMT,093FF,186-WTRPURDET,46,181,OPTEMPO,Low, 
3ID-135-CMT,093FF,186-WTRPURDET,181,225,ACTIVITY_TYPE,Redeployment, 
3ID-135-CMT,093FF,186-WTRPURDET,181,225,LOCATION,FGQS, 
3ID-135-CMT,093FF,186-WTRPURDET,181,225,OPTEMPO,Low, 
3ID-135-CMT,093FF,18-ENGCO,0,10,ACTIVITY_TYPE,Deployment, 
3ID-135-CMT,093FF,18-ENGCO,0,10,LOCATION,FGQS, 
3ID-135-CMT,093FF,18-ENGCO,0,10,OPTEMPO,Low, 
3ID-135-CMT,093FF,18-ENGCO,10,21,ACTIVITY_TYPE,Employment-Defensive, 
3ID-135-CMT,093FF,18-ENGCO,10,21,LOCATION,LOC-3ID-IBCT, 
3ID-135-CMT,093FF,18-ENGCO,10,21,OPTEMPO,Medium, 
3ID-135-CMT,093FF,18-ENGCO,21,46,ACTIVITY_TYPE,Employment-Offensive, 
3ID-135-CMT,093FF,18-ENGCO,21,46,LOCATION,LOC-3ID-IBCT, 
3ID-135-CMT,093FF,18-ENGCO,21,46,OPTEMPO,High, 
3ID-135-CMT,093FF,18-ENGCO,46,106,ACTIVITY_TYPE,Stand-Down, 
3ID-135-CMT,093FF,18-ENGCO,46,106,LOCATION,LOC-3ID-IBCT, 
3ID-135-CMT,093FF,18-ENGCO,46,106,OPTEMPO,Low, 
3ID-135-CMT,093FF,18-ENGCO,106,135,ACTIVITY_TYPE,Redeployment, 
3ID-135-CMT,093FF,18-ENGCO,106,135,LOCATION,FGQS, 
3ID-135-CMT,093FF,18-ENGCO,106,135,OPTEMPO,Low, 
3ID-135-CMT,093FF,18-QMPLT,0,26,ACTIVITY_TYPE,Deployment, 
3ID-135-CMT,093FF,18-QMPLT,0,26,LOCATION,FGQS, 
3ID-135-CMT,093FF,18-QMPLT,0,26,OPTEMPO,Low, 
3ID-135-CMT,093FF,18-QMPLT,26,36,ACTIVITY_TYPE,Employment-CSS, 
3ID-135-CMT,093FF,18-QMPLT,26,36,LOCATION,FGQS, 
3ID-135-CMT,093FF,18-QMPLT,26,36,OPTEMPO,High, 
3ID-135-CMT,093FF,18-QMPLT,36,46,ACTIVITY_TYPE,Employment-CSS, 
3ID-135-CMT,093FF,18-QMPLT,36,46,LOCATION,FGQS, 
3ID-135-CMT,093FF,18-QMPLT,36,46,OPTEMPO,Medium, 
3ID-135-CMT,093FF,18-QMPLT,46,181,ACTIVITY_TYPE,Stand-Down, 
3ID-135-CMT,093FF,18-QMPLT,46,181,LOCATION,FGQS, 
3ID-135-CMT,093FF,18-QMPLT,46,181,OPTEMPO,Low, 
3ID-135-CMT,093FF,18-QMPLT,181,225,ACTIVITY_TYPE,Redeployment, 
3ID-135-CMT,093FF,18-QMPLT,181,225,LOCATION,FGQS, 
3ID-135-CMT,093FF,18-QMPLT,181,225,OPTEMPO,Low, 
3ID-135-CMT,093FF,1-9-FABN,0,16,ACTIVITY_TYPE,Deployment, 
3ID-135-CMT,093FF,1-9-FABN,0,16,LOCATION,FGQS, 
3ID-135-CMT,093FF,1-9-FABN,0,16,OPTEMPO,Low, 
3ID-135-CMT,093FF,1-9-FABN,16,36,ACTIVITY_TYPE,Employment-Offensive, 
3ID-135-CMT,093FF,1-9-FABN,16,36,LOCATION,LOC-3ID-1BDE, 
3ID-135-CMT,093FF,1-9-FABN,16,36,OPTEMPO,High, 
3ID-135-CMT,093FF,1-9-FABN,36,46,ACTIVITY_TYPE,Employment-Offensive, 
3ID-135-CMT,093FF,1-9-FABN,36,46,LOCATION,LOC-3ID-1BDE, 
3ID-135-CMT,093FF,1-9-FABN,36,46,OPTEMPO,Medium, 
3ID-135-CMT,093FF,1-9-FABN,46,181,ACTIVITY_TYPE,Stand-Down, 
3ID-135-CMT,093FF,1-9-FABN,46,181,LOCATION,LOC-3ID-1BDE, 
3ID-135-CMT,093FF,1-9-FABN,46,181,OPTEMPO,Low, 
3ID-135-CMT,093FF,1-9-FABN,181,225,ACTIVITY_TYPE,Redeployment, 
3ID-135-CMT,093FF,1-9-FABN,181,225,LOCATION,FGQS, 
3ID-135-CMT,093FF,1-9-FABN,181,225,OPTEMPO,Low, 
3ID-135-CMT,093FF,1-BDE-3ID-HHC,0,16,ACTIVITY_TYPE,Deployment, 
3ID-135-CMT,093FF,1-BDE-3ID-HHC,0,16,LOCATION,FGQS, 
3ID-135-CMT,093FF,1-BDE-3ID-HHC,0,16,OPTEMPO,Low, 
3ID-135-CMT,093FF,1-BDE-3ID-HHC,16,36,ACTIVITY_TYPE,Employment-Offensive, 
3ID-135-CMT,093FF,1-BDE-3ID-HHC,16,36,LOCATION,LOC-3ID-1BDE, 
3ID-135-CMT,093FF,1-BDE-3ID-HHC,16,36,OPTEMPO,High, 
3ID-135-CMT,093FF,1-BDE-3ID-HHC,36,46,ACTIVITY_TYPE,Employment-Offensive, 
3ID-135-CMT,093FF,1-BDE-3ID-HHC,36,46,LOCATION,LOC-3ID-1BDE, 
3ID-135-CMT,093FF,1-BDE-3ID-HHC,36,46,OPTEMPO,Medium, 
3ID-135-CMT,093FF,1-BDE-3ID-HHC,46,181,ACTIVITY_TYPE,Stand-Down, 
3ID-135-CMT,093FF,1-BDE-3ID-HHC,46,181,LOCATION,LOC-3ID-1BDE, 
3ID-135-CMT,093FF,1-BDE-3ID-HHC,46,181,OPTEMPO,Low, 
3ID-135-CMT,093FF,1-BDE-3ID-HHC,181,225,ACTIVITY_TYPE,Redeployment, 
3ID-135-CMT,093FF,1-BDE-3ID-HHC,181,225,LOCATION,FGQS, 
3ID-135-CMT,093FF,1-BDE-3ID-HHC,181,225,OPTEMPO,Low, 
3ID-135-CMT,093FF,202-WTRPURDET,0,26,ACTIVITY_TYPE,Deployment, 
3ID-135-CMT,093FF,202-WTRPURDET,0,26,LOCATION,FGQS, 
3ID-135-CMT,093FF,202-WTRPURDET,0,26,OPTEMPO,Low, 
3ID-135-CMT,093FF,202-WTRPURDET,26,36,ACTIVITY_TYPE,Employment-CSS, 
3ID-135-CMT,093FF,202-WTRPURDET,26,36,LOCATION,FGQS, 
3ID-135-CMT,093FF,202-WTRPURDET,26,36,OPTEMPO,High, 
3ID-135-CMT,093FF,202-WTRPURDET,36,46,ACTIVITY_TYPE,Employment-CSS, 
3ID-135-CMT,093FF,202-WTRPURDET,36,46,LOCATION,FGQS, 
3ID-135-CMT,093FF,202-WTRPURDET,36,46,OPTEMPO,Medium, 
3ID-135-CMT,093FF,202-WTRPURDET,46,181,ACTIVITY_TYPE,Stand-Down, 
3ID-135-CMT,093FF,202-WTRPURDET,46,181,LOCATION,FGQS, 
3ID-135-CMT,093FF,202-WTRPURDET,46,181,OPTEMPO,Low, 
3ID-135-CMT,093FF,202-WTRPURDET,181,225,ACTIVITY_TYPE,Redeployment, 
3ID-135-CMT,093FF,202-WTRPURDET,181,225,LOCATION,FGQS, 
3ID-135-CMT,093FF,202-WTRPURDET,181,225,OPTEMPO,Low, 
3ID-135-CMT,093FF,203-FSB,60,91,ACTIVITY_TYPE,Deployment, 
3ID-135-CMT,093FF,203-FSB,60,91,LOCATION,FGQS, 
3ID-135-CMT,093FF,203-FSB,60,91,OPTEMPO,Low, 
3ID-135-CMT,093FF,203-FSB,91,181,ACTIVITY_TYPE,Stand-Down, 
3ID-135-CMT,093FF,203-FSB,91,181,LOCATION,FGQS, 
3ID-135-CMT,093FF,203-FSB,91,181,OPTEMPO,Low, 
3ID-135-CMT,093FF,203-FSB,181,225,ACTIVITY_TYPE,Redeployment, 
3ID-135-CMT,093FF,203-FSB,181,225,LOCATION,FGQS, 
3ID-135-CMT,093FF,203-FSB,181,225,OPTEMPO,Low, 
3ID-135-CMT,093FF,209-MICO,0,7,ACTIVITY_TYPE,Deployment, 
3ID-135-CMT,093FF,209-MICO,0,7,LOCATION,FGQS, 
3ID-135-CMT,093FF,209-MICO,0,7,OPTEMPO,Low, 
3ID-135-CMT,093FF,209-MICO,7,21,ACTIVITY_TYPE,Employment-Defensive, 
3ID-135-CMT,093FF,209-MICO,7,21,LOCATION,LOC-3ID-IBCT, 
3ID-135-CMT,093FF,209-MICO,7,21,OPTEMPO,Medium, 
3ID-135-CMT,093FF,209-MICO,21,46,ACTIVITY_TYPE,Employment-Offensive, 
3ID-135-CMT,093FF,209-MICO,21,46,LOCATION,LOC-3ID-IBCT, 
3ID-135-CMT,093FF,209-MICO,21,46,OPTEMPO,High, 
3ID-135-CMT,093FF,209-MICO,46,106,ACTIVITY_TYPE,Stand-Down, 
3ID-135-CMT,093FF,209-MICO,46,106,LOCATION,LOC-3ID-IBCT, 
3ID-135-CMT,093FF,209-MICO,46,106,OPTEMPO,Low, 
3ID-135-CMT,093FF,209-MICO,106,135,ACTIVITY_TYPE,Redeployment, 
3ID-135-CMT,093FF,209-MICO,106,135,LOCATION,FGQS, 
3ID-135-CMT,093FF,209-MICO,106,135,OPTEMPO,Low, 
3ID-135-CMT,093FF,21-MED-CSHOSP,0,31,ACTIVITY_TYPE,Deployment, 
3ID-135-CMT,093FF,21-MED-CSHOSP,0,31,LOCATION,FGQS, 
3ID-135-CMT,093FF,21-MED-CSHOSP,0,31,OPTEMPO,Low, 
3ID-135-CMT,093FF,21-MED-CSHOSP,31,36,ACTIVITY_TYPE,Employment-CSS, 
3ID-135-CMT,093FF,21-MED-CSHOSP,31,36,LOCATION,FGQS, 
3ID-135-CMT,093FF,21-MED-CSHOSP,31,36,OPTEMPO,Medium, 
3ID-135-CMT,093FF,21-MED-CSHOSP,36,46,ACTIVITY_TYPE,Employment-CSS, 
3ID-135-CMT,093FF,21-MED-CSHOSP,36,46,LOCATION,FGQS, 
3ID-135-CMT,093FF,21-MED-CSHOSP,36,46,OPTEMPO,Medium, 
3ID-135-CMT,093FF,21-MED-CSHOSP,46,181,ACTIVITY_TYPE,Stand-Down, 
3ID-135-CMT,093FF,21-MED-CSHOSP,46,181,LOCATION,FGQS, 
3ID-135-CMT,093FF,21-MED-CSHOSP,46,181,OPTEMPO,Low, 
3ID-135-CMT,093FF,21-MED-CSHOSP,181,225,ACTIVITY_TYPE,Redeployment, 
3ID-135-CMT,093FF,21-MED-CSHOSP,181,225,LOCATION,FGQS, 
3ID-135-CMT,093FF,21-MED-CSHOSP,181,225,OPTEMPO,Low, 
3ID-135-CMT,093FF,226-QMCO-SPLY,0,26,ACTIVITY_TYPE,Deployment, 
3ID-135-CMT,093FF,226-QMCO-SPLY,0,26,LOCATION,FGQS, 
3ID-135-CMT,093FF,226-QMCO-SPLY,0,26,OPTEMPO,Low, 
3ID-135-CMT,093FF,226-QMCO-SPLY,26,36,ACTIVITY_TYPE,Employment-CSS, 
3ID-135-CMT,093FF,226-QMCO-SPLY,26,36,LOCATION,FGQS, 
3ID-135-CMT,093FF,226-QMCO-SPLY,26,36,OPTEMPO,High, 
3ID-135-CMT,093FF,226-QMCO-SPLY,36,46,ACTIVITY_TYPE,Employment-CSS, 
3ID-135-CMT,093FF,226-QMCO-SPLY,36,46,LOCATION,FGQS, 
3ID-135-CMT,093FF,226-QMCO-SPLY,36,46,OPTEMPO,Medium, 
3ID-135-CMT,093FF,226-QMCO-SPLY,46,181,ACTIVITY_TYPE,Stand-Down, 
3ID-135-CMT,093FF,226-QMCO-SPLY,46,181,LOCATION,FGQS, 
3ID-135-CMT,093FF,226-QMCO-SPLY,46,181,OPTEMPO,Low, 
3ID-135-CMT,093FF,226-QMCO-SPLY,181,225,ACTIVITY_TYPE,Redeployment, 
3ID-135-CMT,093FF,226-QMCO-SPLY,181,225,LOCATION,FGQS, 
3ID-135-CMT,093FF,226-QMCO-SPLY,181,225,OPTEMPO,Low, 
3ID-135-CMT,093FF,2-3-AVNBN,0,31,ACTIVITY_TYPE,Deployment, 
3ID-135-CMT,093FF,2-3-AVNBN,0,31,LOCATION,FGQS, 
3ID-135-CMT,093FF,2-3-AVNBN,0,31,OPTEMPO,Low, 
3ID-135-CMT,093FF,2-3-AVNBN,31,36,ACTIVITY_TYPE,Employment-Offensive, 
3ID-135-CMT,093FF,2-3-AVNBN,31,36,LOCATION,FGQS, 
3ID-135-CMT,093FF,2-3-AVNBN,31,36,OPTEMPO,High, 
3ID-135-CMT,093FF,2-3-AVNBN,36,46,ACTIVITY_TYPE,Employment-Offensive, 
3ID-135-CMT,093FF,2-3-AVNBN,36,46,LOCATION,FGQS, 
3ID-135-CMT,093FF,2-3-AVNBN,36,46,OPTEMPO,Medium, 
3ID-135-CMT,093FF,2-3-AVNBN,46,181,ACTIVITY_TYPE,Stand-Down, 
3ID-135-CMT,093FF,2-3-AVNBN,46,181,LOCATION,FGQS, 
3ID-135-CMT,093FF,2-3-AVNBN,46,181,OPTEMPO,Low, 
3ID-135-CMT,093FF,2-3-AVNBN,181,225,ACTIVITY_TYPE,Redeployment, 
3ID-135-CMT,093FF,2-3-AVNBN,181,225,LOCATION,FGQS, 
3ID-135-CMT,093FF,2-3-AVNBN,181,225,OPTEMPO,Low, 
3ID-135-CMT,093FF,2-3-INFBN,0,8,ACTIVITY_TYPE,Deployment, 
3ID-135-CMT,093FF,2-3-INFBN,0,8,LOCATION,FGQS, 
3ID-135-CMT,093FF,2-3-INFBN,0,8,OPTEMPO,Low, 
3ID-135-CMT,093FF,2-3-INFBN,8,21,ACTIVITY_TYPE,Employment-Defensive, 
3ID-135-CMT,093FF,2-3-INFBN,8,21,LOCATION,LOC-3ID-IBCT, 
3ID-135-CMT,093FF,2-3-INFBN,8,21,OPTEMPO,Medium, 
3ID-135-CMT,093FF,2-3-INFBN,21,46,ACTIVITY_TYPE,Employment-Offensive, 
3ID-135-CMT,093FF,2-3-INFBN,21,46,LOCATION,LOC-3ID-IBCT, 
3ID-135-CMT,093FF,2-3-INFBN,21,46,OPTEMPO,High, 
3ID-135-CMT,093FF,2-3-INFBN,46,106,ACTIVITY_TYPE,Stand-Down, 
3ID-135-CMT,093FF,2-3-INFBN,46,106,LOCATION,LOC-3ID-IBCT, 
3ID-135-CMT,093FF,2-3-INFBN,46,106,OPTEMPO,Low, 
3ID-135-CMT,093FF,2-3-INFBN,106,135,ACTIVITY_TYPE,Redeployment, 
3ID-135-CMT,093FF,2-3-INFBN,106,135,LOCATION,FGQS, 
3ID-135-CMT,093FF,2-3-INFBN,106,135,OPTEMPO,Low, 
3ID-135-CMT,093FF,24-CSB-HHD,0,21,ACTIVITY_TYPE,Deployment, 
3ID-135-CMT,093FF,24-CSB-HHD,0,21,LOCATION,FGQS, 
3ID-135-CMT,093FF,24-CSB-HHD,0,21,OPTEMPO,Low, 
3ID-135-CMT,093FF,24-CSB-HHD,21,36,ACTIVITY_TYPE,Employment-CSS, 
3ID-135-CMT,093FF,24-CSB-HHD,21,36,LOCATION,FGQS, 
3ID-135-CMT,093FF,24-CSB-HHD,21,36,OPTEMPO,High, 
3ID-135-CMT,093FF,24-CSB-HHD,36,46,ACTIVITY_TYPE,Employment-CSS, 
3ID-135-CMT,093FF,24-CSB-HHD,36,46,LOCATION,FGQS, 
3ID-135-CMT,093FF,24-CSB-HHD,36,46,OPTEMPO,Medium, 
3ID-135-CMT,093FF,24-CSB-HHD,46,181,ACTIVITY_TYPE,Stand-Down, 
3ID-135-CMT,093FF,24-CSB-HHD,46,181,LOCATION,FGQS, 
3ID-135-CMT,093FF,24-CSB-HHD,46,181,OPTEMPO,Low, 
3ID-135-CMT,093FF,24-CSB-HHD,181,225,ACTIVITY_TYPE,Redeployment, 
3ID-135-CMT,093FF,24-CSB-HHD,181,225,LOCATION,FGQS, 
3ID-135-CMT,093FF,24-CSB-HHD,181,225,OPTEMPO,Low, 
3ID-135-CMT,093FF,24-ODCO,0,26,ACTIVITY_TYPE,Deployment, 
3ID-135-CMT,093FF,24-ODCO,0,26,LOCATION,FGQS, 
3ID-135-CMT,093FF,24-ODCO,0,26,OPTEMPO,Low, 
3ID-135-CMT,093FF,24-ODCO,26,36,ACTIVITY_TYPE,Employment-CSS, 
3ID-135-CMT,093FF,24-ODCO,26,36,LOCATION,FGQS, 
3ID-135-CMT,093FF,24-ODCO,26,36,OPTEMPO,High, 
3ID-135-CMT,093FF,24-ODCO,36,46,ACTIVITY_TYPE,Employment-CSS, 
3ID-135-CMT,093FF,24-ODCO,36,46,LOCATION,FGQS, 
3ID-135-CMT,093FF,24-ODCO,36,46,OPTEMPO,Medium, 
3ID-135-CMT,093FF,24-ODCO,46,181,ACTIVITY_TYPE,Stand-Down, 
3ID-135-CMT,093FF,24-ODCO,46,181,LOCATION,FGQS, 
3ID-135-CMT,093FF,24-ODCO,46,181,OPTEMPO,Low, 
3ID-135-CMT,093FF,24-ODCO,181,225,ACTIVITY_TYPE,Redeployment, 
3ID-135-CMT,093FF,24-ODCO,181,225,LOCATION,FGQS, 
3ID-135-CMT,093FF,24-ODCO,181,225,OPTEMPO,Low, 
3ID-135-CMT,093FF,24-SPTGP-HHC,0,11,ACTIVITY_TYPE,Deployment, 
3ID-135-CMT,093FF,24-SPTGP-HHC,0,11,LOCATION,FGQS, 
3ID-135-CMT,093FF,24-SPTGP-HHC,0,11,OPTEMPO,Low, 
3ID-135-CMT,093FF,24-SPTGP-HHC,11,36,ACTIVITY_TYPE,Employment-CSS, 
3ID-135-CMT,093FF,24-SPTGP-HHC,11,36,LOCATION,FGQS, 
3ID-135-CMT,093FF,24-SPTGP-HHC,11,36,OPTEMPO,High, 
3ID-135-CMT,093FF,24-SPTGP-HHC,36,46,ACTIVITY_TYPE,Employment-CSS, 
3ID-135-CMT,093FF,24-SPTGP-HHC,36,46,LOCATION,FGQS, 
3ID-135-CMT,093FF,24-SPTGP-HHC,36,46,OPTEMPO,Medium, 
3ID-135-CMT,093FF,24-SPTGP-HHC,46,181,ACTIVITY_TYPE,Stand-Down, 
3ID-135-CMT,093FF,24-SPTGP-HHC,46,181,LOCATION,FGQS, 
3ID-135-CMT,093FF,24-SPTGP-HHC,46,181,OPTEMPO,Low, 
3ID-135-CMT,093FF,24-SPTGP-HHC,181,225,ACTIVITY_TYPE,Redeployment, 
3ID-135-CMT,093FF,24-SPTGP-HHC,181,225,LOCATION,FGQS, 
3ID-135-CMT,093FF,24-SPTGP-HHC,181,225,OPTEMPO,Low, 
3ID-135-CMT,093FF,259-QMCO-FSVC,0,21,ACTIVITY_TYPE,Deployment, 
3ID-135-CMT,093FF,259-QMCO-FSVC,0,21,LOCATION,LOC-24-CSB, 
3ID-135-CMT,093FF,259-QMCO-FSVC,0,21,OPTEMPO,Low, 
3ID-135-CMT,093FF,259-QMCO-FSVC,21,36,ACTIVITY_TYPE,Employment-CSS, 
3ID-135-CMT,093FF,259-QMCO-FSVC,21,36,LOCATION,FGQS, 
3ID-135-CMT,093FF,259-QMCO-FSVC,21,36,OPTEMPO,High, 
3ID-135-CMT,093FF,259-QMCO-FSVC,36,46,ACTIVITY_TYPE,Employment-CSS, 
3ID-135-CMT,093FF,259-QMCO-FSVC,36,46,LOCATION,FGQS, 
3ID-135-CMT,093FF,259-QMCO-FSVC,36,46,OPTEMPO,Medium, 
3ID-135-CMT,093FF,259-QMCO-FSVC,46,181,ACTIVITY_TYPE,Stand-Down, 
3ID-135-CMT,093FF,259-QMCO-FSVC,46,181,LOCATION,FGQS, 
3ID-135-CMT,093FF,259-QMCO-FSVC,46,181,OPTEMPO,Low, 
3ID-135-CMT,093FF,259-QMCO-FSVC,181,225,ACTIVITY_TYPE,Redeployment, 
3ID-135-CMT,093FF,259-QMCO-FSVC,181,225,LOCATION,FGQS, 
3ID-135-CMT,093FF,259-QMCO-FSVC,181,225,OPTEMPO,Low, 
3ID-135-CMT,093FF,2-69-ARBN,60,91,ACTIVITY_TYPE,Deployment, 
3ID-135-CMT,093FF,2-69-ARBN,60,91,LOCATION,FGQS, 
3ID-135-CMT,093FF,2-69-ARBN,60,91,OPTEMPO,Low, 
3ID-135-CMT,093FF,2-69-ARBN,91,181,ACTIVITY_TYPE,Stand-Down, 
3ID-135-CMT,093FF,2-69-ARBN,91,181,LOCATION,FGQS, 
3ID-135-CMT,093FF,2-69-ARBN,91,181,OPTEMPO,Low, 
3ID-135-CMT,093FF,2-69-ARBN,181,225,ACTIVITY_TYPE,Redeployment, 
3ID-135-CMT,093FF,2-69-ARBN,181,225,LOCATION,FGQS, 
3ID-135-CMT,093FF,2-69-ARBN,181,225,OPTEMPO,Low, 
3ID-135-CMT,093FF,26-FSB,0,16,ACTIVITY_TYPE,Deployment, 
3ID-135-CMT,093FF,26-FSB,0,16,LOCATION,FGQS, 
3ID-135-CMT,093FF,26-FSB,0,16,OPTEMPO,Low, 
3ID-135-CMT,093FF,26-FSB,16,36,ACTIVITY_TYPE,Employment-Offensive, 
3ID-135-CMT,093FF,26-FSB,16,36,LOCATION,LOC-3ID-1BDE, 
3ID-135-CMT,093FF,26-FSB,16,36,OPTEMPO,High, 
3ID-135-CMT,093FF,26-FSB,36,46,ACTIVITY_TYPE,Employment-Offensive, 
3ID-135-CMT,093FF,26-FSB,36,46,LOCATION,LOC-3ID-1BDE, 
3ID-135-CMT,093FF,26-FSB,36,46,OPTEMPO,Medium, 
3ID-135-CMT,093FF,26-FSB,46,181,ACTIVITY_TYPE,Stand-Down, 
3ID-135-CMT,093FF,26-FSB,46,181,LOCATION,LOC-3ID-1BDE, 
3ID-135-CMT,093FF,26-FSB,46,181,OPTEMPO,Low, 
3ID-135-CMT,093FF,26-FSB,181,225,ACTIVITY_TYPE,Redeployment, 
3ID-135-CMT,093FF,26-FSB,181,225,LOCATION,FGQS, 
3ID-135-CMT,093FF,26-FSB,181,225,OPTEMPO,Low, 
3ID-135-CMT,093FF,2-7-INFBN,0,31,ACTIVITY_TYPE,Deployment, 
3ID-135-CMT,093FF,2-7-INFBN,0,31,LOCATION,FGQS, 
3ID-135-CMT,093FF,2-7-INFBN,0,31,OPTEMPO,Low, 
3ID-135-CMT,093FF,2-7-INFBN,31,36,ACTIVITY_TYPE,Employment-Offensive, 
3ID-135-CMT,093FF,2-7-INFBN,31,36,LOCATION,LOC-3ID-2BDE, 
3ID-135-CMT,093FF,2-7-INFBN,31,36,OPTEMPO,High, 
3ID-135-CMT,093FF,2-7-INFBN,36,46,ACTIVITY_TYPE,Employment-Offensive, 
3ID-135-CMT,093FF,2-7-INFBN,36,46,LOCATION,LOC-3ID-2BDE, 
3ID-135-CMT,093FF,2-7-INFBN,36,46,OPTEMPO,Medium, 
3ID-135-CMT,093FF,2-7-INFBN,46,181,ACTIVITY_TYPE,Stand-Down, 
3ID-135-CMT,093FF,2-7-INFBN,46,181,LOCATION,LOC-3ID-2BDE, 
3ID-135-CMT,093FF,2-7-INFBN,46,181,OPTEMPO,Low, 
3ID-135-CMT,093FF,2-7-INFBN,181,225,ACTIVITY_TYPE,Redeployment, 
3ID-135-CMT,093FF,2-7-INFBN,181,225,LOCATION,FGQS, 
3ID-135-CMT,093FF,2-7-INFBN,181,225,OPTEMPO,Low, 
3ID-135-CMT,093FF,296-SPTBN,0,10,ACTIVITY_TYPE,Deployment, 
3ID-135-CMT,093FF,296-SPTBN,0,10,LOCATION,FGQS, 
3ID-135-CMT,093FF,296-SPTBN,0,10,OPTEMPO,Low, 
3ID-135-CMT,093FF,296-SPTBN,10,21,ACTIVITY_TYPE,Employment-Defensive, 
3ID-135-CMT,093FF,296-SPTBN,10,21,LOCATION,LOC-3ID-IBCT, 
3ID-135-CMT,093FF,296-SPTBN,10,21,OPTEMPO,Medium, 
3ID-135-CMT,093FF,296-SPTBN,21,46,ACTIVITY_TYPE,Employment-Offensive, 
3ID-135-CMT,093FF,296-SPTBN,21,46,LOCATION,LOC-3ID-IBCT, 
3ID-135-CMT,093FF,296-SPTBN,21,46,OPTEMPO,High, 
3ID-135-CMT,093FF,296-SPTBN,46,106,ACTIVITY_TYPE,Stand-Down, 
3ID-135-CMT,093FF,296-SPTBN,46,106,LOCATION,LOC-3ID-IBCT, 
3ID-135-CMT,093FF,296-SPTBN,46,106,OPTEMPO,Low, 
3ID-135-CMT,093FF,296-SPTBN,106,135,ACTIVITY_TYPE,Redeployment, 
3ID-135-CMT,093FF,296-SPTBN,106,135,LOCATION,FGQS, 
3ID-135-CMT,093FF,296-SPTBN,106,135,OPTEMPO,Low, 
3ID-135-CMT,093FF,2-BDE-3ID-HHC,0,31,ACTIVITY_TYPE,Deployment, 
3ID-135-CMT,093FF,2-BDE-3ID-HHC,0,31,LOCATION,FGQS, 
3ID-135-CMT,093FF,2-BDE-3ID-HHC,0,31,OPTEMPO,Low, 
3ID-135-CMT,093FF,2-BDE-3ID-HHC,31,36,ACTIVITY_TYPE,Employment-Offensive, 
3ID-135-CMT,093FF,2-BDE-3ID-HHC,31,36,LOCATION,LOC-3ID-2BDE, 
3ID-135-CMT,093FF,2-BDE-3ID-HHC,31,36,OPTEMPO,High, 
3ID-135-CMT,093FF,2-BDE-3ID-HHC,36,46,ACTIVITY_TYPE,Employment-Offensive, 
3ID-135-CMT,093FF,2-BDE-3ID-HHC,36,46,LOCATION,LOC-3ID-2BDE, 
3ID-135-CMT,093FF,2-BDE-3ID-HHC,36,46,OPTEMPO,Medium, 
3ID-135-CMT,093FF,2-BDE-3ID-HHC,46,181,ACTIVITY_TYPE,Stand-Down, 
