OPLAN_ID,ORG_ID,COMPONENT_ID,START_CDAY,ATTRIBUTE_NAME,END_CDAY,ATTRIBUTE_VALUE
093FF,191-ORDBN,191-ORDBN,100,ACTIVITY_TYPE,165,Stand-Down
093FF,191-ORDBN,191-ORDBN,0,OPTEMPO,75,Low
093FF,191-ORDBN,191-ORDBN,75,OPTEMPO,100,High
093FF,191-ORDBN,191-ORDBN,100,OPTEMPO,165,Low
093FF,2-3-FABN,2-3-FABN,0,LOCATION,10,RUINS
093FF,2-3-FABN,2-3-FABN,10,LOCATION,165,RUINS
093FF,2-3-FABN,2-3-FABN,0,ACTIVITY_TYPE,10,Deployment
093FF,2-3-FABN,2-3-FABN,10,ACTIVITY_TYPE,75,Employment-Defensive
093FF,2-3-FABN,2-3-FABN,75,ACTIVITY_TYPE,100,Employment-Offensive
093FF,2-3-FABN,2-3-FABN,100,ACTIVITY_TYPE,165,Stand-Down
093FF,2-3-FABN,2-3-FABN,0,OPTEMPO,10,Low
093FF,2-3-FABN,2-3-FABN,10,OPTEMPO,75,Medium
093FF,2-3-FABN,2-3-FABN,75,OPTEMPO,100,High
093FF,2-3-FABN,2-3-FABN,100,OPTEMPO,165,Low
093FF,2-37-ARBN,2-37-ARBN,0,LOCATION,10,RUINS
093FF,2-37-ARBN,2-37-ARBN,10,LOCATION,165,RUINS
093FF,2-37-ARBN,2-37-ARBN,0,ACTIVITY_TYPE,10,Deployment
093FF,2-37-ARBN,2-37-ARBN,10,ACTIVITY_TYPE,75,Employment-Defensive
093FF,2-37-ARBN,2-37-ARBN,75,ACTIVITY_TYPE,100,Employment-Offensive
093FF,2-37-ARBN,2-37-ARBN,100,ACTIVITY_TYPE,165,Stand-Down
093FF,2-37-ARBN,2-37-ARBN,0,OPTEMPO,10,Low
093FF,2-37-ARBN,2-37-ARBN,10,OPTEMPO,75,Medium
093FF,2-37-ARBN,2-37-ARBN,75,OPTEMPO,100,High
093FF,2-37-ARBN,2-37-ARBN,100,OPTEMPO,165,Low
093FF,2-4-FABN-MLRS,2-4-FABN-MLRS,0,LOCATION,60,SANLIURFA
093FF,2-4-FABN-MLRS,2-4-FABN-MLRS,60,LOCATION,165,SANLIURFA
093FF,2-4-FABN-MLRS,2-4-FABN-MLRS,0,ACTIVITY_TYPE,60,Deployment
093FF,2-4-FABN-MLRS,2-4-FABN-MLRS,60,ACTIVITY_TYPE,75,Employment-Defensive
093FF,2-4-FABN-MLRS,2-4-FABN-MLRS,75,ACTIVITY_TYPE,100,Employment-Offensive
093FF,2-4-FABN-MLRS,2-4-FABN-MLRS,100,ACTIVITY_TYPE,165,Stand-Down
093FF,2-4-FABN-MLRS,2-4-FABN-MLRS,0,OPTEMPO,60,Low
093FF,2-4-FABN-MLRS,2-4-FABN-MLRS,60,OPTEMPO,75,Medium
093FF,2-4-FABN-MLRS,2-4-FABN-MLRS,75,OPTEMPO,100,High
093FF,2-4-FABN-MLRS,2-4-FABN-MLRS,100,OPTEMPO,165,Low
093FF,2-501-AVNBN,2-501-AVNBN,0,OPTEMPO,10,Low
093FF,2-501-AVNBN,2-501-AVNBN,10,OPTEMPO,75,Medium
093FF,2-501-AVNBN,2-501-AVNBN,75,OPTEMPO,100,High
093FF,2-501-AVNBN,2-501-AVNBN,100,OPTEMPO,165,Low
093FF,2-501-AVNBN,2-501-AVNBN,0,LOCATION,10,VIRANSEHIR
093FF,2-501-AVNBN,2-501-AVNBN,10,LOCATION,165,VIRANSEHIR
093FF,2-501-AVNBN,2-501-AVNBN,0,ACTIVITY_TYPE,10,Deployment
093FF,2-501-AVNBN,2-501-AVNBN,10,ACTIVITY_TYPE,75,Employment-Defensive
093FF,2-501-AVNBN,2-501-AVNBN,75,ACTIVITY_TYPE,100,Employment-Offensive
093FF,2-501-AVNBN,2-501-AVNBN,100,ACTIVITY_TYPE,165,Stand-Down
093FF,2-6-INFBN,2-6-INFBN,0,LOCATION,10,RUINS
093FF,2-6-INFBN,2-6-INFBN,10,LOCATION,165,RUINS
093FF,2-6-INFBN,2-6-INFBN,0,ACTIVITY_TYPE,10,Deployment
093FF,2-6-INFBN,2-6-INFBN,10,ACTIVITY_TYPE,75,Employment-Defensive
093FF,2-6-INFBN,2-6-INFBN,75,ACTIVITY_TYPE,100,Employment-Offensive
093FF,2-6-INFBN,2-6-INFBN,100,ACTIVITY_TYPE,165,Stand-Down
093FF,2-6-INFBN,2-6-INFBN,0,OPTEMPO,10,Low
093FF,2-6-INFBN,2-6-INFBN,10,OPTEMPO,75,Medium
093FF,2-6-INFBN,2-6-INFBN,75,OPTEMPO,100,High
093FF,2-6-INFBN,2-6-INFBN,100,OPTEMPO,165,Low
093FF,2-70-ARBN,2-70-ARBN,0,LOCATION,14,RUINS
093FF,2-70-ARBN,2-70-ARBN,14,LOCATION,165,RUINS
093FF,2-70-ARBN,2-70-ARBN,0,ACTIVITY_TYPE,14,Deployment
093FF,2-70-ARBN,2-70-ARBN,14,ACTIVITY_TYPE,75,Employment-Defensive
093FF,2-70-ARBN,2-70-ARBN,75,ACTIVITY_TYPE,100,Employment-Offensive
093FF,2-70-ARBN,2-70-ARBN,100,ACTIVITY_TYPE,165,Stand-Down
093FF,2-70-ARBN,2-70-ARBN,0,OPTEMPO,14,Low
093FF,2-70-ARBN,2-70-ARBN,14,OPTEMPO,75,Medium
093FF,2-70-ARBN,2-70-ARBN,75,OPTEMPO,100,High
093FF,2-70-ARBN,2-70-ARBN,100,OPTEMPO,165,Low
093FF,2-BDE-1-AD,2-BDE-1-AD,0,LOCATION,10,RUINS
093FF,2-BDE-1-AD,2-BDE-1-AD,10,LOCATION,165,RUINS
093FF,2-BDE-1-AD,2-BDE-1-AD,0,ACTIVITY_TYPE,10,Deployment
093FF,2-BDE-1-AD,2-BDE-1-AD,10,ACTIVITY_TYPE,75,Employment-Defensive
093FF,2-BDE-1-AD,2-BDE-1-AD,75,ACTIVITY_TYPE,100,Employment-Offensive
093FF,2-BDE-1-AD,2-BDE-1-AD,100,ACTIVITY_TYPE,165,Stand-Down
093FF,2-BDE-1-AD,2-BDE-1-AD,0,OPTEMPO,10,Low
093FF,2-BDE-1-AD,2-BDE-1-AD,10,OPTEMPO,75,Medium
093FF,2-BDE-1-AD,2-BDE-1-AD,75,OPTEMPO,100,High
093FF,2-BDE-1-AD,2-BDE-1-AD,100,OPTEMPO,165,Low
093FF,200-MMC,200-MMC,0,LOCATION,75,DIYARBAKIR
093FF,200-MMC,200-MMC,75,LOCATION,165,DIYARBAKIR
093FF,200-MMC,200-MMC,0,ACTIVITY_TYPE,75,Deployment
093FF,200-MMC,200-MMC,75,ACTIVITY_TYPE,100,Employment-CSS
093FF,200-MMC,200-MMC,100,ACTIVITY_TYPE,165,Stand-Down
093FF,200-MMC,200-MMC,0,OPTEMPO,75,Low
093FF,200-MMC,200-MMC,75,OPTEMPO,100,High
093FF,200-MMC,200-MMC,100,OPTEMPO,165,Low
093FF,205-MIBDE,205-MIBDE,0,LOCATION,30,SANLIURFA
093FF,205-MIBDE,205-MIBDE,30,LOCATION,165,SANLIURFA
093FF,205-MIBDE,205-MIBDE,0,ACTIVITY_TYPE,30,Deployment
093FF,205-MIBDE,205-MIBDE,30,ACTIVITY_TYPE,75,Employment-Defensive
093FF,205-MIBDE,205-MIBDE,75,ACTIVITY_TYPE,100,Employment-Offensive
093FF,205-MIBDE,205-MIBDE,100,ACTIVITY_TYPE,165,Stand-Down
093FF,205-MIBDE,205-MIBDE,0,OPTEMPO,30,Low
093FF,205-MIBDE,205-MIBDE,30,OPTEMPO,75,Medium
093FF,205-MIBDE,205-MIBDE,75,OPTEMPO,100,High
093FF,205-MIBDE,205-MIBDE,100,OPTEMPO,165,Low
093FF,208-SCCO,208-SCCO,0,LOCATION,45,SIVAREK
093FF,208-SCCO,208-SCCO,45,LOCATION,165,SIVAREK
093FF,208-SCCO,208-SCCO,0,ACTIVITY_TYPE,45,Deployment
093FF,208-SCCO,208-SCCO,45,ACTIVITY_TYPE,75,Employment-CSS
093FF,208-SCCO,208-SCCO,75,ACTIVITY_TYPE,100,Employment-CSS
093FF,208-SCCO,208-SCCO,100,ACTIVITY_TYPE,165,Stand-Down
093FF,208-SCCO,208-SCCO,0,OPTEMPO,45,Low
093FF,208-SCCO,208-SCCO,45,OPTEMPO,75,Medium
093FF,208-SCCO,208-SCCO,75,OPTEMPO,100,High
093FF,208-SCCO,208-SCCO,100,OPTEMPO,165,Low
093FF,21-TSC-HQ,21-TSC-HQ,0,LOCATION,75,DIYARBAKIR
093FF,21-TSC-HQ,21-TSC-HQ,75,LOCATION,165,DIYARBAKIR
093FF,21-TSC-HQ,21-TSC-HQ,0,ACTIVITY_TYPE,75,Deployment
093FF,21-TSC-HQ,21-TSC-HQ,75,ACTIVITY_TYPE,100,Employment-CSS
093FF,21-TSC-HQ,21-TSC-HQ,100,ACTIVITY_TYPE,165,Stand-Down
093FF,21-TSC-HQ,21-TSC-HQ,0,OPTEMPO,75,Low
093FF,21-TSC-HQ,21-TSC-HQ,75,OPTEMPO,100,High
093FF,21-TSC-HQ,21-TSC-HQ,100,OPTEMPO,165,Low
093FF,22-SIGBDE,22-SIGBDE,0,LOCATION,30,SANLIURFA
093FF,22-SIGBDE,22-SIGBDE,30,LOCATION,165,SANLIURFA
093FF,22-SIGBDE,22-SIGBDE,0,ACTIVITY_TYPE,30,Deployment
093FF,22-SIGBDE,22-SIGBDE,30,ACTIVITY_TYPE,75,Employment-Defensive
093FF,22-SIGBDE,22-SIGBDE,75,ACTIVITY_TYPE,100,Employment-Offensive
093FF,22-SIGBDE,22-SIGBDE,100,ACTIVITY_TYPE,165,Stand-Down
093FF,22-SIGBDE,22-SIGBDE,0,OPTEMPO,30,Low
093FF,22-SIGBDE,22-SIGBDE,30,OPTEMPO,75,Medium
093FF,22-SIGBDE,22-SIGBDE,75,OPTEMPO,100,High
093FF,22-SIGBDE,22-SIGBDE,100,OPTEMPO,165,Low
093FF,226-MAINTCO,226-MAINTCO,0,LOCATION,45,KONUKCU
093FF,226-MAINTCO,226-MAINTCO,45,LOCATION,165,KONUKCU
093FF,226-MAINTCO,226-MAINTCO,0,ACTIVITY_TYPE,45,Deployment
093FF,226-MAINTCO,226-MAINTCO,45,ACTIVITY_TYPE,75,Employment-CSS
093FF,226-MAINTCO,226-MAINTCO,75,ACTIVITY_TYPE,100,Employment-CSS
093FF,226-MAINTCO,226-MAINTCO,100,ACTIVITY_TYPE,165,Stand-Down
093FF,226-MAINTCO,226-MAINTCO,0,OPTEMPO,45,Low
093FF,226-MAINTCO,226-MAINTCO,45,OPTEMPO,75,Medium
093FF,226-MAINTCO,226-MAINTCO,75,OPTEMPO,100,High
093FF,226-MAINTCO,226-MAINTCO,100,OPTEMPO,165,Low
093FF,227-SUPPLYCO,227-SUPPLYCO,0,LOCATION,45,KONUKCU
093FF,227-SUPPLYCO,227-SUPPLYCO,45,LOCATION,165,KONUKCU
093FF,227-SUPPLYCO,227-SUPPLYCO,0,ACTIVITY_TYPE,45,Deployment
093FF,227-SUPPLYCO,227-SUPPLYCO,45,ACTIVITY_TYPE,75,Employment-CSS
093FF,227-SUPPLYCO,227-SUPPLYCO,75,ACTIVITY_TYPE,100,Employment-CSS
093FF,227-SUPPLYCO,227-SUPPLYCO,100,ACTIVITY_TYPE,165,Stand-Down
093FF,227-SUPPLYCO,227-SUPPLYCO,0,OPTEMPO,45,Low
093FF,227-SUPPLYCO,227-SUPPLYCO,45,OPTEMPO,75,Medium
093FF,227-SUPPLYCO,227-SUPPLYCO,75,OPTEMPO,100,High
093FF,227-SUPPLYCO,227-SUPPLYCO,100,OPTEMPO,165,Low
093FF,23-ORDCO,23-ORDCO,0,LOCATION,75,SIVAREK
093FF,23-ORDCO,23-ORDCO,75,LOCATION,165,SIVAREK
093FF,23-ORDCO,23-ORDCO,0,ACTIVITY_TYPE,75,Deployment
093FF,23-ORDCO,23-ORDCO,75,ACTIVITY_TYPE,100,Employment-CSS
093FF,23-ORDCO,23-ORDCO,100,ACTIVITY_TYPE,165,Stand-Down
093FF,23-ORDCO,23-ORDCO,0,OPTEMPO,75,Low
093FF,23-ORDCO,23-ORDCO,75,OPTEMPO,100,High
093FF,23-ORDCO,23-ORDCO,100,OPTEMPO,165,Low
093FF,238-POL-TRKCO,238-POL-TRKCO,0,LOCATION,45,KONUKCU
093FF,238-POL-TRKCO,238-POL-TRKCO,45,LOCATION,165,KONUKCU
093FF,238-POL-TRKCO,238-POL-TRKCO,0,ACTIVITY_TYPE,45,Deployment
093FF,238-POL-TRKCO,238-POL-TRKCO,45,ACTIVITY_TYPE,75,Employment-CSS
093FF,238-POL-TRKCO,238-POL-TRKCO,75,ACTIVITY_TYPE,100,Employment-CSS
093FF,238-POL-TRKCO,238-POL-TRKCO,100,ACTIVITY_TYPE,165,Stand-Down
093FF,238-POL-TRKCO,238-POL-TRKCO,0,OPTEMPO,45,Low
093FF,238-POL-TRKCO,238-POL-TRKCO,45,OPTEMPO,75,Medium
093FF,238-POL-TRKCO,238-POL-TRKCO,75,OPTEMPO,100,High
093FF,238-POL-TRKCO,238-POL-TRKCO,100,OPTEMPO,165,Low
093FF,24-ORDCO,24-ORDCO,0,LOCATION,75,SIVAREK
093FF,24-ORDCO,24-ORDCO,75,LOCATION,165,SIVAREK
093FF,24-ORDCO,24-ORDCO,0,ACTIVITY_TYPE,75,Deployment
093FF,24-ORDCO,24-ORDCO,75,ACTIVITY_TYPE,100,Employment-CSS
093FF,24-ORDCO,24-ORDCO,100,ACTIVITY_TYPE,165,Stand-Down
093FF,24-ORDCO,24-ORDCO,0,OPTEMPO,75,Low
093FF,24-ORDCO,24-ORDCO,75,OPTEMPO,100,High
093FF,24-ORDCO,24-ORDCO,100,OPTEMPO,165,Low
093FF,240-SSCO,240-SSCO,0,OPTEMPO,45,Low
093FF,240-SSCO,240-SSCO,45,OPTEMPO,75,Medium
093FF,240-SSCO,240-SSCO,75,OPTEMPO,100,High
093FF,240-SSCO,240-SSCO,100,OPTEMPO,165,Low
093FF,240-SSCO,240-SSCO,0,LOCATION,45,HILVAN
093FF,240-SSCO,240-SSCO,45,LOCATION,165,HILVAN
093FF,240-SSCO,240-SSCO,0,ACTIVITY_TYPE,45,Deployment
093FF,240-SSCO,240-SSCO,45,ACTIVITY_TYPE,75,Employment-CSS
093FF,240-SSCO,240-SSCO,75,ACTIVITY_TYPE,100,Employment-CSS
093FF,240-SSCO,240-SSCO,100,ACTIVITY_TYPE,165,Stand-Down
093FF,244-ENGBN-CBTHVY,244-ENGBN-CBTHVY,0,LOCATION,30,SANLIURFA
093FF,244-ENGBN-CBTHVY,244-ENGBN-CBTHVY,30,LOCATION,165,SANLIURFA
093FF,244-ENGBN-CBTHVY,244-ENGBN-CBTHVY,0,ACTIVITY_TYPE,30,Deployment
093FF,244-ENGBN-CBTHVY,244-ENGBN-CBTHVY,30,ACTIVITY_TYPE,75,Employment-Defensive
093FF,244-ENGBN-CBTHVY,244-ENGBN-CBTHVY,75,ACTIVITY_TYPE,100,Employment-Offensive
093FF,244-ENGBN-CBTHVY,244-ENGBN-CBTHVY,100,ACTIVITY_TYPE,165,Stand-Down
093FF,244-ENGBN-CBTHVY,244-ENGBN-CBTHVY,0,OPTEMPO,30,Low
093FF,244-ENGBN-CBTHVY,244-ENGBN-CBTHVY,30,OPTEMPO,75,Medium
093FF,244-ENGBN-CBTHVY,244-ENGBN-CBTHVY,75,OPTEMPO,100,High
093FF,244-ENGBN-CBTHVY,244-ENGBN-CBTHVY,100,OPTEMPO,165,Low
093FF,25-FABTRY-TGTACQ,25-FABTRY-TGTACQ,0,OPTEMPO,10,Low
093FF,25-FABTRY-TGTACQ,25-FABTRY-TGTACQ,10,OPTEMPO,75,Medium
093FF,25-FABTRY-TGTACQ,25-FABTRY-TGTACQ,75,OPTEMPO,100,High
093FF,25-FABTRY-TGTACQ,25-FABTRY-TGTACQ,100,OPTEMPO,165,Low
093FF,25-FABTRY-TGTACQ,25-FABTRY-TGTACQ,0,LOCATION,10,VIRANSEHIR
093FF,25-FABTRY-TGTACQ,25-FABTRY-TGTACQ,10,LOCATION,165,VIRANSEHIR
093FF,25-FABTRY-TGTACQ,25-FABTRY-TGTACQ,0,ACTIVITY_TYPE,10,Deployment
093FF,25-FABTRY-TGTACQ,25-FABTRY-TGTACQ,10,ACTIVITY_TYPE,75,Employment-Defensive
093FF,25-FABTRY-TGTACQ,25-FABTRY-TGTACQ,75,ACTIVITY_TYPE,100,Employment-Offensive
093FF,25-FABTRY-TGTACQ,25-FABTRY-TGTACQ,100,ACTIVITY_TYPE,165,Stand-Down
093FF,26-SSCO,26-SSCO,0,LOCATION,45,KONUKCU
093FF,26-SSCO,26-SSCO,45,LOCATION,165,KONUKCU
093FF,26-SSCO,26-SSCO,0,ACTIVITY_TYPE,45,Deployment
093FF,26-SSCO,26-SSCO,45,ACTIVITY_TYPE,75,Employment-CSS
093FF,26-SSCO,26-SSCO,75,ACTIVITY_TYPE,100,Employment-CSS
093FF,26-SSCO,26-SSCO,100,ACTIVITY_TYPE,165,Stand-Down
093FF,26-SSCO,26-SSCO,0,OPTEMPO,45,Low
093FF,26-SSCO,26-SSCO,45,OPTEMPO,75,Medium
093FF,26-SSCO,26-SSCO,75,OPTEMPO,100,High
093FF,26-SSCO,26-SSCO,100,OPTEMPO,165,Low
093FF,263-FLDSVC-CO,263-FLDSVC-CO,0,LOCATION,45,KONUKCU
093FF,263-FLDSVC-CO,263-FLDSVC-CO,45,LOCATION,165,KONUKCU
093FF,263-FLDSVC-CO,263-FLDSVC-CO,0,ACTIVITY_TYPE,45,Deployment
093FF,263-FLDSVC-CO,263-FLDSVC-CO,45,ACTIVITY_TYPE,75,Employment-CSS
093FF,263-FLDSVC-CO,263-FLDSVC-CO,75,ACTIVITY_TYPE,100,Employment-CSS
093FF,263-FLDSVC-CO,263-FLDSVC-CO,100,ACTIVITY_TYPE,165,Stand-Down
093FF,263-FLDSVC-CO,263-FLDSVC-CO,0,OPTEMPO,45,Low
093FF,263-FLDSVC-CO,263-FLDSVC-CO,45,OPTEMPO,75,Medium
093FF,263-FLDSVC-CO,263-FLDSVC-CO,75,OPTEMPO,100,High
093FF,263-FLDSVC-CO,263-FLDSVC-CO,100,OPTEMPO,165,Low
093FF,27-TCBN-MVTCTRL,27-TCBN-MVTCTRL,0,LOCATION,45,SIVAREK
093FF,27-TCBN-MVTCTRL,27-TCBN-MVTCTRL,45,LOCATION,165,SIVAREK
093FF,27-TCBN-MVTCTRL,27-TCBN-MVTCTRL,0,ACTIVITY_TYPE,45,Deployment
093FF,27-TCBN-MVTCTRL,27-TCBN-MVTCTRL,45,ACTIVITY_TYPE,75,Employment-CSS
093FF,27-TCBN-MVTCTRL,27-TCBN-MVTCTRL,75,ACTIVITY_TYPE,100,Employment-CSS
093FF,27-TCBN-MVTCTRL,27-TCBN-MVTCTRL,100,ACTIVITY_TYPE,165,Stand-Down
093FF,27-TCBN-MVTCTRL,27-TCBN-MVTCTRL,0,OPTEMPO,45,Low
093FF,27-TCBN-MVTCTRL,27-TCBN-MVTCTRL,45,OPTEMPO,75,Medium
093FF,27-TCBN-MVTCTRL,27-TCBN-MVTCTRL,75,OPTEMPO,100,High
093FF,27-TCBN-MVTCTRL,27-TCBN-MVTCTRL,100,OPTEMPO,165,Low
093FF,28-TCBN,28-TCBN,0,LOCATION,75,SIVAREK
093FF,28-TCBN,28-TCBN,75,LOCATION,165,SIVAREK
093FF,28-TCBN,28-TCBN,0,ACTIVITY_TYPE,75,Deployment
093FF,28-TCBN,28-TCBN,75,ACTIVITY_TYPE,100,Employment-CSS
093FF,28-TCBN,28-TCBN,100,ACTIVITY_TYPE,165,Stand-Down
093FF,28-TCBN,28-TCBN,0,OPTEMPO,75,Low
093FF,28-TCBN,28-TCBN,75,OPTEMPO,100,High
093FF,28-TCBN,28-TCBN,100,OPTEMPO,165,Low
093FF,286-ADA-SCCO,286-ADA-SCCO,0,LOCATION,30,SANLIURFA
093FF,286-ADA-SCCO,286-ADA-SCCO,30,LOCATION,165,SANLIURFA
093FF,286-ADA-SCCO,286-ADA-SCCO,0,ACTIVITY_TYPE,30,Deployment
093FF,286-ADA-SCCO,286-ADA-SCCO,30,ACTIVITY_TYPE,75,Employment-Defensive
093FF,286-ADA-SCCO,286-ADA-SCCO,75,ACTIVITY_TYPE,100,Employment-Offensive
093FF,286-ADA-SCCO,286-ADA-SCCO,100,ACTIVITY_TYPE,165,Stand-Down
093FF,286-ADA-SCCO,286-ADA-SCCO,0,OPTEMPO,30,Low
093FF,286-ADA-SCCO,286-ADA-SCCO,30,OPTEMPO,75,Medium
093FF,286-ADA-SCCO,286-ADA-SCCO,75,OPTEMPO,100,High
093FF,286-ADA-SCCO,286-ADA-SCCO,100,OPTEMPO,165,Low
093FF,29-SPTGP,29-SPTGP,0,LOCATION,75,SIVAREK
093FF,29-SPTGP,29-SPTGP,75,LOCATION,165,SIVAREK
093FF,29-SPTGP,29-SPTGP,0,ACTIVITY_TYPE,75,Deployment
093FF,29-SPTGP,29-SPTGP,75,ACTIVITY_TYPE,100,Employment-CSS
093FF,29-SPTGP,29-SPTGP,100,ACTIVITY_TYPE,165,Stand-Down
093FF,29-SPTGP,29-SPTGP,0,OPTEMPO,75,Low
093FF,29-SPTGP,29-SPTGP,75,OPTEMPO,100,High
093FF,29-SPTGP,29-SPTGP,100,OPTEMPO,165,Low
093FF,3-13-FABN-155,3-13-FABN-155,0,LOCATION,60,SANLIURFA
093FF,3-13-FABN-155,3-13-FABN-155,60,LOCATION,165,SANLIURFA
093FF,3-13-FABN-155,3-13-FABN-155,0,ACTIVITY_TYPE,60,Deployment
093FF,3-13-FABN-155,3-13-FABN-155,60,ACTIVITY_TYPE,75,Employment-Defensive
093FF,3-13-FABN-155,3-13-FABN-155,75,ACTIVITY_TYPE,100,Employment-Offensive
093FF,3-13-FABN-155,3-13-FABN-155,100,ACTIVITY_TYPE,165,Stand-Down
093FF,3-13-FABN-155,3-13-FABN-155,0,OPTEMPO,60,Low
093FF,3-13-FABN-155,3-13-FABN-155,60,OPTEMPO,75,Medium
093FF,3-13-FABN-155,3-13-FABN-155,75,OPTEMPO,100,High
093FF,3-13-FABN-155,3-13-FABN-155,100,OPTEMPO,165,Low
093FF,3-BDE-1-AD,3-BDE-1-AD,0,LOCATION,14,RUINS
093FF,3-BDE-1-AD,3-BDE-1-AD,14,LOCATION,165,RUINS
093FF,3-BDE-1-AD,3-BDE-1-AD,0,ACTIVITY_TYPE,14,Deployment
093FF,3-BDE-1-AD,3-BDE-1-AD,14,ACTIVITY_TYPE,75,Employment-Defensive
093FF,3-BDE-1-AD,3-BDE-1-AD,75,ACTIVITY_TYPE,100,Employment-Offensive
093FF,3-BDE-1-AD,3-BDE-1-AD,100,ACTIVITY_TYPE,165,Stand-Down
093FF,3-BDE-1-AD,3-BDE-1-AD,0,OPTEMPO,14,Low
093FF,3-BDE-1-AD,3-BDE-1-AD,14,OPTEMPO,75,Medium
093FF,3-BDE-1-AD,3-BDE-1-AD,75,OPTEMPO,100,High
093FF,3-BDE-1-AD,3-BDE-1-AD,100,OPTEMPO,165,Low
093FF,3-SUPCOM-HQ,3-SUPCOM-HQ,0,LOCATION,45,SIVAREK
093FF,3-SUPCOM-HQ,3-SUPCOM-HQ,45,LOCATION,165,SIVAREK
093FF,3-SUPCOM-HQ,3-SUPCOM-HQ,0,ACTIVITY_TYPE,45,Deployment
093FF,3-SUPCOM-HQ,3-SUPCOM-HQ,45,ACTIVITY_TYPE,75,Employment-CSS
093FF,3-SUPCOM-HQ,3-SUPCOM-HQ,75,ACTIVITY_TYPE,100,Employment-CSS
093FF,3-SUPCOM-HQ,3-SUPCOM-HQ,100,ACTIVITY_TYPE,165,Stand-Down
093FF,3-SUPCOM-HQ,3-SUPCOM-HQ,0,OPTEMPO,45,Low
093FF,3-SUPCOM-HQ,3-SUPCOM-HQ,45,OPTEMPO,75,Medium
093FF,3-SUPCOM-HQ,3-SUPCOM-HQ,75,OPTEMPO,100,High
093FF,3-SUPCOM-HQ,3-SUPCOM-HQ,100,OPTEMPO,165,Low
093FF,30-MEDBDE,30-MEDBDE,0,LOCATION,30,SANLIURFA
093FF,30-MEDBDE,30-MEDBDE,30,LOCATION,165,SANLIURFA
093FF,30-MEDBDE,30-MEDBDE,0,ACTIVITY_TYPE,30,Deployment
093FF,30-MEDBDE,30-MEDBDE,30,ACTIVITY_TYPE,75,Employment-Defensive
093FF,30-MEDBDE,30-MEDBDE,75,ACTIVITY_TYPE,100,Employment-Offensive
093FF,30-MEDBDE,30-MEDBDE,100,ACTIVITY_TYPE,165,Stand-Down
093FF,30-MEDBDE,30-MEDBDE,0,OPTEMPO,30,Low
093FF,30-MEDBDE,30-MEDBDE,30,OPTEMPO,75,Medium
093FF,30-MEDBDE,30-MEDBDE,75,OPTEMPO,100,High
093FF,30-MEDBDE,30-MEDBDE,100,OPTEMPO,165,Low
093FF,316-POL-SUPPLYBN,316-POL-SUPPLYBN,0,OPTEMPO,45,Low
093FF,316-POL-SUPPLYBN,316-POL-SUPPLYBN,45,OPTEMPO,75,Medium
093FF,316-POL-SUPPLYBN,316-POL-SUPPLYBN,75,OPTEMPO,100,High
093FF,316-POL-SUPPLYBN,316-POL-SUPPLYBN,100,OPTEMPO,165,Low
093FF,316-POL-SUPPLYBN,316-POL-SUPPLYBN,0,LOCATION,45,HILVAN
093FF,316-POL-SUPPLYBN,316-POL-SUPPLYBN,45,LOCATION,165,HILVAN
093FF,316-POL-SUPPLYBN,316-POL-SUPPLYBN,0,ACTIVITY_TYPE,45,Deployment
093FF,316-POL-SUPPLYBN,316-POL-SUPPLYBN,45,ACTIVITY_TYPE,75,Employment-CSS
093FF,316-POL-SUPPLYBN,316-POL-SUPPLYBN,75,ACTIVITY_TYPE,100,Employment-CSS
093FF,316-POL-SUPPLYBN,316-POL-SUPPLYBN,100,ACTIVITY_TYPE,165,Stand-Down
093FF,317-MAINTCO,317-MAINTCO,0,OPTEMPO,45,Low
093FF,317-MAINTCO,317-MAINTCO,45,OPTEMPO,75,Medium
093FF,317-MAINTCO,317-MAINTCO,75,OPTEMPO,100,High
093FF,317-MAINTCO,317-MAINTCO,100,OPTEMPO,165,Low
093FF,317-MAINTCO,317-MAINTCO,0,LOCATION,45,HILVAN
093FF,317-MAINTCO,317-MAINTCO,45,LOCATION,165,HILVAN
093FF,317-MAINTCO,317-MAINTCO,0,ACTIVITY_TYPE,45,Deployment
093FF,317-MAINTCO,317-MAINTCO,45,ACTIVITY_TYPE,75,Employment-CSS
093FF,317-MAINTCO,317-MAINTCO,75,ACTIVITY_TYPE,100,Employment-CSS
093FF,317-MAINTCO,317-MAINTCO,100,ACTIVITY_TYPE,165,Stand-Down
093FF,343-SUPPLYCO,343-SUPPLYCO,0,LOCATION,75,SIVAREK
093FF,343-SUPPLYCO,343-SUPPLYCO,75,LOCATION,165,SIVAREK
093FF,343-SUPPLYCO,343-SUPPLYCO,0,ACTIVITY_TYPE,75,Deployment
093FF,343-SUPPLYCO,343-SUPPLYCO,75,ACTIVITY_TYPE,100,Employment-CSS
093FF,343-SUPPLYCO,343-SUPPLYCO,100,ACTIVITY_TYPE,165,Stand-Down
093FF,343-SUPPLYCO,343-SUPPLYCO,0,OPTEMPO,75,Low
093FF,343-SUPPLYCO,343-SUPPLYCO,75,OPTEMPO,100,High
093FF,343-SUPPLYCO,343-SUPPLYCO,100,OPTEMPO,165,Low
093FF,37-TRANSGP,37-TRANSGP,0,LOCATION,75,SIVAREK
093FF,37-TRANSGP,37-TRANSGP,75,LOCATION,165,SIVAREK
093FF,37-TRANSGP,37-TRANSGP,0,ACTIVITY_TYPE,75,Deployment
